t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,0.95993,0.15000,55.000
1,0.16191,0.66604,0.93215,0.16604,53.408
2,0.17669,0.67949,0.73813,0.17949,42.292
3,0.19203,0.69230,0.69577,0.19230,39.864
4,0.20942,0.70214,0.51480,0.20214,29.496
5,0.22791,0.70972,0.38907,0.20972,22.292
6,0.24739,0.71416,0.22443,0.21416,12.859
7,0.26737,0.71439,0.01138,0.21439,0.652
8,0.28696,0.71043,-0.19943,0.21043,-11.427
9,0.30555,0.70309,-0.37614,0.20309,-21.551
10,0.32331,0.69394,-0.47594,0.19394,-27.270
11,0.34040,0.68359,-0.54431,0.18359,-31.186
12,0.35818,0.67447,-0.47417,0.17447,-27.168
13,0.37659,0.66669,-0.39975,0.16669,-22.904
14,0.39488,0.65864,-0.41461,0.15864,-23.755
15,0.41360,0.65165,-0.35744,0.15165,-20.480
16,0.43262,0.64553,-0.31118,0.14553,-17.829
17,0.45159,0.63924,-0.31993,0.13924,-18.331
18,0.47070,0.63341,-0.29653,0.13341,-16.990
