t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.68000,0.95993,0.18000,55.000
1,0.16384,0.69441,0.80551,0.19441,46.152
2,0.17881,0.70765,0.72422,0.20765,41.495
3,0.19658,0.71679,0.47525,0.21679,27.230
4,0.21603,0.72136,0.23039,0.22136,13.201
5,0.23601,0.72096,-0.01961,0.22096,-1.123
6,0.25527,0.71564,-0.26960,0.21564,-15.447
7,0.27295,0.70633,-0.48486,0.20633,-27.780
8,0.29075,0.69725,-0.47166,0.19725,-27.024
9,0.30836,0.68781,-0.49191,0.18781,-28.184
10,0.32628,0.67896,-0.45889,0.17896,-26.293
11,0.34388,0.66949,-0.49361,0.16949,-28.282
12,0.36166,0.66037,-0.47387,0.16037,-27.151
13,0.38027,0.65312,-0.37178,0.15312,-21.302
14,0.39850,0.64493,-0.42201,0.14493,-24.180
15,0.41726,0.63803,-0.35266,0.13803,-20.206
16,0.43639,0.63226,-0.29288,0.13226,-16.781
17,0.45575,0.62734,-0.24879,0.12734,-14.254
18,0.47533,0.62331,-0.20295,0.12331,-11.628
