t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.55000,0.95993,0.05000,55.000
1,0.16280,0.56534,0.87545,0.06534,50.160
2,0.17831,0.57795,0.68254,0.07795,39.107
3,0.19516,0.58868,0.56716,0.08868,32.496
4,0.21388,0.59568,0.35791,0.09568,20.507
5,0.23348,0.59954,0.19400,0.09954,11.115
6,0.25339,0.60130,0.08821,0.10130,5.054
7,0.27334,0.60014,-0.05791,0.10014,-3.318
8,0.29321,0.59808,-0.10342,0.09808,-5.925
9,0.31312,0.59635,-0.08628,0.09635,-4.943
10,0.33292,0.59363,-0.13699,0.09363,-7.849
11,0.35248,0.58956,-0.20478,0.08956,-11.733
12,0.37218,0.58623,-0.16774,0.08623,-9.611
13,0.39200,0.58365,-0.12906,0.08365,-7.395
14,0.41168,0.58019,-0.17448,0.08019,-9.997
15,0.43144,0.57725,-0.14744,0.07725,-8.448
16,0.45122,0.57438,-0.14404,0.07438,-8.253
17,0.47100,0.57155,-0.14222,0.07155,-8.149
18,0.49081,0.56892,-0.13185,0.06892,-7.555
