probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.1226,0.0866,0.0867,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0861,0.0765,0.0395,79.8638,74.6134,40.8304,0.2185,0.7924
mlp,0.0417,0.0307,0.0282,72.1046,63.6218,34.2761,0.8743,0.8938
