probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0206,0.0145,0.0146,2.3949,1.9953,0.0000,0.9959,0.9957
mlp,0.0162,0.0113,0.0115,2.1029,1.7429,0.0000,0.9975,0.9973
