probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0514,0.0367,0.0361,64.4227,51.5885,28.4208,0.9736,0.9735
mlp,0.0306,0.0234,0.0197,53.7691,20.0683,26.1372,0.9893,0.9921
