probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.3163,0.2260,0.2214,91.0863,92.5236,51.5224,-0.0008,0.0000
mlp,0.3166,0.2264,0.2213,89.8068,88.0595,48.9362,-0.0043,0.0008
