probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0325,0.0229,0.0230,63.9092,51.6659,28.4391,0.9897,0.9892
mlp,0.0241,0.0166,0.0175,59.5427,26.1557,29.5580,0.9946,0.9938
