probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0405,0.0284,0.0289,61.0152,47.5090,26.1372,0.9842,0.9829
mlp,0.0293,0.0216,0.0198,52.2799,18.9892,25.4952,0.9909,0.9920
