t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,1.04720,0.15000,60.000
1,0.16546,0.68689,1.17394,0.18689,67.262
2,0.17443,0.72587,1.34468,0.22587,77.044
3,0.17804,0.76571,1.48032,0.26571,84.816
4,0.17256,0.80533,1.70833,0.30533,97.880
5,0.15744,0.84237,1.95833,0.34237,112.204
6,0.13364,0.87451,2.20816,0.37451,126.518
7,0.11778,0.91123,1.97849,0.41123,113.359
8,0.10315,0.94846,1.94532,0.44846,111.459
9,0.09021,0.98631,1.90006,0.48631,108.865
10,0.08063,1.02515,1.81275,0.52515,103.863
11,0.07758,1.06503,1.64709,0.56503,94.371
12,0.08176,1.10481,1.46599,0.60481,83.995
13,0.09242,1.14337,1.30114,0.64337,74.550
14,0.10822,1.18011,1.16476,0.68011,66.736
15,0.12889,1.21436,1.02784,0.71436,58.891
16,0.15363,1.24579,0.90387,0.74579,51.788
17,0.18234,1.27364,0.77008,0.77364,44.122
18,0.21431,1.29768,0.64495,0.79768,36.953
