t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,1.04720,0.15000,60.000
1,0.17285,0.68283,0.96272,0.18283,55.160
2,0.20310,0.70900,0.71316,0.20900,40.861
3,0.23850,0.72762,0.48429,0.22762,27.748
4,0.27729,0.73739,0.24674,0.23739,14.137
5,0.31728,0.73833,0.02337,0.23833,1.339
6,0.35663,0.73113,-0.18092,0.23113,-10.366
7,0.39494,0.71962,-0.29191,0.21962,-16.725
8,0.43322,0.70804,-0.29376,0.20804,-16.831
9,0.47128,0.69571,-0.31327,0.19571,-17.949
10,0.50866,0.68147,-0.36391,0.18147,-20.851
11,0.54446,0.66363,-0.46242,0.16363,-26.495
12,0.58152,0.64859,-0.38551,0.14859,-22.088
13,0.61996,0.63753,-0.28010,0.13753,-16.049
14,0.65753,0.62379,-0.35063,0.12379,-20.090
15,0.69586,0.61236,-0.28978,0.11236,-16.603
16,0.73471,0.60285,-0.24011,0.10285,-13.758
17,0.77378,0.59425,-0.21656,0.09425,-12.408
18,0.81302,0.58652,-0.19453,0.08652,-11.146
