t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.18037,0.52603,0.70869,0.02603,40.605
2,0.21623,0.54374,0.45869,0.04374,26.281
3,0.25517,0.55289,0.23071,0.05289,13.219
4,0.29517,0.55270,-0.00480,0.05270,-0.275
5,0.33463,0.54613,-0.16501,0.04613,-9.455
6,0.37379,0.53800,-0.20476,0.03800,-11.732
7,0.41225,0.52699,-0.27861,0.02699,-15.963
8,0.45181,0.52106,-0.14894,0.02106,-8.534
9,0.49134,0.51494,-0.15362,0.01494,-8.802
10,0.53109,0.51046,-0.11225,0.01046,-6.431
11,0.57056,0.50398,-0.16272,0.00398,-9.323
12,0.61049,0.50163,-0.05877,0.00163,-3.367
13,0.65048,0.50235,0.01801,0.00235,1.032
14,0.69047,0.50135,-0.02504,0.00135,-1.435
15,0.73038,0.49868,-0.06679,-0.00132,-3.827
16,0.77038,0.49857,-0.00265,-0.00143,-0.152
17,0.81035,0.50021,0.04094,0.00021,2.346
18,0.85035,0.49979,-0.01049,-0.00021,-0.601
