t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.18063,0.52572,0.69844,0.02572,40.018
2,0.21668,0.54306,0.44844,0.04306,25.694
3,0.25561,0.55226,0.23193,0.05226,13.289
4,0.29561,0.55254,0.00708,0.05254,0.406
5,0.33496,0.54540,-0.17937,0.04540,-10.277
6,0.37380,0.53582,-0.24202,0.03582,-13.867
7,0.41229,0.52493,-0.27576,0.02493,-15.800
8,0.45185,0.51900,-0.14885,0.01900,-8.528
9,0.49179,0.51682,-0.05430,0.01682,-3.111
10,0.53159,0.51288,-0.09864,0.01288,-5.652
11,0.57149,0.51004,-0.07121,0.01004,-4.080
12,0.61141,0.50757,-0.06169,0.00757,-3.535
13,0.65141,0.50708,-0.01236,0.00708,-0.708
14,0.69127,0.50366,-0.08545,0.00366,-4.896
15,0.73125,0.50266,-0.02515,0.00266,-1.441
16,0.77124,0.50375,0.02730,0.00375,1.564
17,0.81124,0.50411,0.00905,0.00411,0.518
18,0.85120,0.50588,0.04420,0.00588,2.532
