t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.18057,0.52580,0.70092,0.02580,40.160
2,0.21512,0.54596,0.52830,0.04596,30.270
3,0.25069,0.56426,0.47513,0.06426,27.223
4,0.28916,0.57519,0.27692,0.07519,15.867
5,0.32879,0.58062,0.13616,0.08062,7.802
6,0.36870,0.58329,0.06668,0.08329,3.821
7,0.40861,0.58063,-0.06661,0.08063,-3.816
8,0.44846,0.57717,-0.08661,0.07717,-4.963
9,0.48837,0.57444,-0.06809,0.07444,-3.901
10,0.52812,0.56997,-0.11215,0.06997,-6.426
11,0.56749,0.56288,-0.17825,0.06288,-10.213
12,0.60710,0.55730,-0.13992,0.05730,-8.017
13,0.64685,0.55287,-0.11089,0.05287,-6.354
14,0.68632,0.54641,-0.16226,0.04641,-9.297
15,0.72599,0.54125,-0.12936,0.04125,-7.412
16,0.76564,0.53594,-0.13324,0.03594,-7.634
17,0.80532,0.53091,-0.12592,0.03091,-7.215
18,0.84507,0.52645,-0.11185,0.02645,-6.409
