t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.17978,0.52670,0.73083,0.02670,41.873
2,0.21293,0.54909,0.59405,0.04909,34.037
3,0.24964,0.56499,0.40879,0.06499,23.422
4,0.28875,0.57337,0.21109,0.07337,12.094
5,0.32873,0.57446,0.02738,0.07446,1.569
6,0.36844,0.56961,-0.12172,0.06961,-6.974
7,0.40825,0.56577,-0.09597,0.06577,-5.499
8,0.44811,0.56237,-0.08529,0.06237,-4.887
9,0.48786,0.55793,-0.11123,0.05793,-6.373
10,0.52746,0.55227,-0.14193,0.05227,-8.132
11,0.56719,0.54768,-0.11509,0.04768,-6.594
12,0.60711,0.54513,-0.06357,0.04513,-3.642
13,0.64702,0.54235,-0.06968,0.04235,-3.992
14,0.68691,0.53949,-0.07143,0.03949,-4.093
15,0.72676,0.53598,-0.08803,0.03598,-5.044
16,0.76658,0.53217,-0.09527,0.03217,-5.459
17,0.80649,0.52955,-0.06553,0.02955,-3.754
18,0.84645,0.52766,-0.04732,0.02766,-2.711
