t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.18030,0.52611,0.71135,0.02611,40.757
2,0.21442,0.54698,0.54883,0.04698,31.446
3,0.25062,0.56400,0.43952,0.06400,25.182
4,0.28945,0.57363,0.24315,0.07363,13.932
5,0.32932,0.57683,0.08010,0.07683,4.589
6,0.36931,0.57609,-0.01854,0.07609,-1.062
7,0.40914,0.57242,-0.09193,0.07242,-5.267
8,0.44893,0.56827,-0.10383,0.06827,-5.949
9,0.48879,0.56492,-0.08404,0.06492,-4.815
10,0.52855,0.56057,-0.10892,0.06057,-6.241
11,0.56823,0.55557,-0.12540,0.05557,-7.185
12,0.60812,0.55255,-0.07547,0.05255,-4.324
13,0.64808,0.55079,-0.04406,0.05079,-2.525
14,0.68797,0.54781,-0.07440,0.04781,-4.263
15,0.72791,0.54561,-0.05507,0.04561,-3.155
16,0.76785,0.54344,-0.05442,0.04344,-3.118
17,0.80780,0.54150,-0.04847,0.04150,-2.777
18,0.84776,0.53959,-0.04780,0.03959,-2.739
