t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.18095,0.52534,0.68605,0.02534,39.308
2,0.21721,0.54223,0.43605,0.04223,24.984
3,0.25624,0.55097,0.22029,0.05097,12.622
4,0.29620,0.55279,0.04532,0.05279,2.597
5,0.33579,0.54705,-0.14398,0.04705,-8.250
6,0.37498,0.53907,-0.20091,0.03907,-11.511
7,0.41464,0.53383,-0.13125,0.03383,-7.520
8,0.45441,0.52955,-0.10726,0.02955,-6.145
9,0.49405,0.52421,-0.13389,0.02421,-7.672
10,0.53375,0.51937,-0.12137,0.01937,-6.954
11,0.57322,0.51283,-0.16422,0.01283,-9.409
12,0.61293,0.50807,-0.11919,0.00807,-6.829
13,0.65287,0.50584,-0.05585,0.00584,-3.200
14,0.69275,0.50271,-0.07834,0.00271,-4.489
15,0.73258,0.49904,-0.09183,-0.00096,-5.261
16,0.77258,0.49958,0.01361,-0.00042,0.780
17,0.81257,0.49900,-0.01468,-0.00100,-0.841
18,0.85256,0.49980,0.02009,-0.00020,1.151
