t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.17978,0.52670,0.73083,0.02670,41.873
2,0.21296,0.54905,0.59287,0.04905,33.969
3,0.24981,0.56460,0.39926,0.06460,22.876
4,0.28902,0.57251,0.19906,0.07251,11.406
5,0.32902,0.57283,0.00800,0.07283,0.458
6,0.36863,0.56722,-0.14079,0.06722,-8.066
7,0.40840,0.56301,-0.10535,0.06301,-6.036
8,0.44825,0.55955,-0.08670,0.05955,-4.967
9,0.48802,0.55526,-0.10730,0.05526,-6.148
10,0.52770,0.55020,-0.12680,0.05020,-7.265
11,0.56752,0.54634,-0.09666,0.04634,-5.538
12,0.60748,0.54474,-0.04022,0.04474,-2.304
13,0.64743,0.54262,-0.05299,0.04262,-3.036
14,0.68736,0.54035,-0.05666,0.04035,-3.246
15,0.72723,0.53706,-0.08230,0.03706,-4.716
16,0.76708,0.53365,-0.08543,0.03365,-4.895
17,0.80702,0.53140,-0.05622,0.03140,-3.221
18,0.84699,0.52984,-0.03911,0.02984,-2.241
