t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,1.04720,0.15000,60.000
1,0.16558,0.68684,1.17061,0.18684,67.071
2,0.17708,0.72515,1.27915,0.22515,73.290
3,0.17875,0.76512,1.52915,0.26512,87.614
4,0.17048,0.80425,1.77915,0.30425,101.938
5,0.15278,0.84012,2.02913,0.34012,116.261
6,0.12683,0.87056,2.27684,0.37056,130.453
7,0.09781,0.89809,2.38234,0.39809,136.498
8,0.07651,0.93195,2.13237,0.43195,122.176
9,0.05934,0.96808,2.01436,0.46808,115.415
10,0.05159,1.00732,1.76599,0.50732,101.184
11,0.05371,1.04726,1.51754,0.54726,86.948
12,0.06289,1.08620,1.33933,0.58620,76.738
13,0.07614,1.12394,1.23320,0.62394,70.657
14,0.09273,1.16034,1.14318,0.66034,65.499
15,0.11299,1.19482,1.03950,0.69482,59.559
16,0.13723,1.22665,0.91992,0.72665,52.708
17,0.16512,1.25532,0.79920,0.75532,45.791
18,0.19630,1.28037,0.67695,0.78037,38.786
