probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0414,0.0292,0.0294,4.4869,3.0410,0.1101,0.9833,0.9823
mlp,0.0223,0.0160,0.0156,2.4376,1.9613,0.0000,0.9950,0.9951
