t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16247,0.51080,0.71369,0.01080,40.891
2,0.18068,0.52334,0.60305,0.02334,34.552
3,0.19721,0.53168,0.46726,0.03168,26.772
4,0.21303,0.53833,0.39782,0.03833,22.793
5,0.23133,0.54392,0.29644,0.04392,16.985
6,0.25000,0.54822,0.22671,0.04822,12.989
7,0.26886,0.55110,0.15129,0.05110,8.669
8,0.28655,0.55199,0.05026,0.05199,2.880
9,0.30385,0.55248,0.02842,0.05248,1.628
10,0.32143,0.55279,0.01759,0.05279,1.008
11,0.33863,0.55259,-0.01134,0.05259,-0.650
12,0.35745,0.55242,-0.00937,0.05242,-0.537
13,0.37696,0.55222,-0.01023,0.05222,-0.586
14,0.39634,0.55185,-0.01901,0.05185,-1.089
15,0.41694,0.55130,-0.02672,0.05130,-1.531
16,0.43760,0.55073,-0.02743,0.05073,-1.572
17,0.45771,0.54957,-0.05784,0.04957,-3.314
18,0.47723,0.54809,-0.07537,0.04809,-4.318
