t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16059,0.50942,0.72687,0.00942,41.646
2,0.17746,0.51984,0.55356,0.01984,31.717
3,0.19218,0.52581,0.38517,0.02581,22.069
4,0.20570,0.53010,0.30699,0.03010,17.589
5,0.22369,0.53410,0.21898,0.03410,12.547
6,0.24064,0.53608,0.11598,0.03608,6.645
7,0.25692,0.53629,0.01306,0.03629,0.748
8,0.27294,0.53553,-0.04751,0.03553,-2.722
9,0.28880,0.53452,-0.06359,0.03452,-3.644
10,0.30426,0.53355,-0.06228,0.03355,-3.568
11,0.31986,0.53320,-0.02275,0.03320,-1.303
12,0.33658,0.53329,0.00550,0.03329,0.315
13,0.35376,0.53358,0.01683,0.03358,0.964
14,0.37098,0.53350,-0.00462,0.03350,-0.265
15,0.38939,0.53350,0.00009,0.03350,0.005
16,0.40743,0.53369,0.01031,0.03369,0.590
17,0.42462,0.53359,-0.00537,0.03359,-0.307
18,0.44246,0.53331,-0.01605,0.03331,-0.920
