t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.15865,0.50780,0.73329,0.00780,42.014
2,0.16919,0.51547,0.62978,0.01547,36.084
3,0.18064,0.52179,0.50402,0.02179,28.878
4,0.19253,0.52692,0.40733,0.02692,23.338
5,0.20644,0.53156,0.32169,0.03156,18.432
6,0.22080,0.53475,0.21880,0.03475,12.536
7,0.23530,0.53701,0.15483,0.03701,8.871
8,0.25044,0.53823,0.08017,0.03823,4.593
9,0.26581,0.53900,0.05017,0.03900,2.875
10,0.28058,0.53932,0.02181,0.03932,1.250
11,0.29525,0.53928,-0.00322,0.03928,-0.185
12,0.31070,0.53929,0.00114,0.03929,0.065
13,0.32619,0.53909,-0.01323,0.03909,-0.758
14,0.34162,0.53850,-0.03838,0.03850,-2.199
15,0.35795,0.53754,-0.05847,0.03754,-3.350
16,0.37396,0.53654,-0.06217,0.03654,-3.562
17,0.38918,0.53537,-0.07662,0.03537,-4.390
18,0.40440,0.53431,-0.06961,0.03431,-3.988
