t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16200,0.51045,0.71660,0.01045,41.058
2,0.17986,0.52236,0.58811,0.02236,33.696
3,0.19531,0.52952,0.43409,0.02952,24.871
4,0.21012,0.53537,0.37583,0.03537,21.533
5,0.22752,0.54028,0.27505,0.04028,15.759
6,0.24530,0.54393,0.20230,0.04393,11.591
7,0.26259,0.54599,0.11881,0.04599,6.807
8,0.27892,0.54647,0.02928,0.04647,1.678
9,0.29479,0.54653,0.00364,0.04653,0.208
10,0.31155,0.54651,-0.00100,0.04651,-0.057
11,0.32851,0.54623,-0.01644,0.04623,-0.942
12,0.34634,0.54631,0.00461,0.04631,0.264
13,0.36498,0.54642,0.00606,0.04642,0.347
14,0.38341,0.54614,-0.01534,0.04614,-0.879
15,0.40290,0.54586,-0.01444,0.04586,-0.827
16,0.42203,0.54566,-0.01040,0.04566,-0.596
17,0.44095,0.54515,-0.02690,0.04515,-1.541
18,0.46032,0.54435,-0.04152,0.04435,-2.379
