t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.15847,0.50771,0.73859,0.00771,42.318
2,0.16829,0.51496,0.63578,0.01496,36.427
3,0.17903,0.52079,0.49740,0.02079,28.499
4,0.19001,0.52545,0.40109,0.02545,22.981
5,0.20266,0.52947,0.30811,0.02947,17.653
6,0.21604,0.53216,0.19799,0.03216,11.344
7,0.22925,0.53390,0.13149,0.03390,7.534
8,0.24325,0.53470,0.05647,0.03470,3.235
9,0.25707,0.53494,0.01758,0.03494,1.008
10,0.27066,0.53472,-0.01606,0.03472,-0.920
11,0.28392,0.53412,-0.04508,0.03412,-2.583
12,0.29777,0.53366,-0.03335,0.03366,-1.911
13,0.31221,0.53301,-0.04534,0.03301,-2.598
14,0.32622,0.53211,-0.06346,0.03211,-3.636
15,0.34098,0.53103,-0.07319,0.03103,-4.194
16,0.35536,0.53003,-0.06930,0.03003,-3.971
17,0.36897,0.52897,-0.07814,0.02897,-4.477
18,0.38275,0.52791,-0.07663,0.02791,-4.391
