t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.15994,0.50894,0.73269,0.00894,41.980
2,0.17583,0.51862,0.54722,0.01862,31.353
3,0.19052,0.52447,0.37848,0.02447,21.685
4,0.20388,0.52845,0.28958,0.02845,16.592
5,0.22146,0.53202,0.20077,0.03202,11.503
6,0.23873,0.53379,0.10171,0.03379,5.827
7,0.25495,0.53356,-0.01376,0.03356,-0.788
8,0.27124,0.53229,-0.07798,0.03229,-4.468
9,0.28611,0.53064,-0.11053,0.03064,-6.333
10,0.30002,0.52886,-0.12707,0.02886,-7.281
11,0.31429,0.52789,-0.06777,0.02789,-3.883
12,0.32923,0.52745,-0.02948,0.02745,-1.689
13,0.34487,0.52720,-0.01644,0.02720,-0.942
14,0.36006,0.52661,-0.03864,0.02661,-2.214
15,0.37603,0.52624,-0.02297,0.02624,-1.316
16,0.39234,0.52633,0.00519,0.02633,0.298
17,0.40793,0.52624,-0.00578,0.02624,-0.331
18,0.42450,0.52605,-0.01135,0.02605,-0.651
