t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.15964,0.50870,0.73435,0.00870,42.075
2,0.17108,0.51703,0.62924,0.01703,36.053
3,0.18349,0.52383,0.50110,0.02383,28.711
4,0.19602,0.52915,0.40176,0.02915,23.019
5,0.21089,0.53398,0.31424,0.03398,18.004
6,0.22627,0.53718,0.20495,0.03718,11.743
7,0.24186,0.53925,0.13193,0.03925,7.559
8,0.25806,0.54024,0.06115,0.04024,3.503
9,0.27469,0.54084,0.03592,0.04084,2.058
10,0.29065,0.54103,0.01192,0.04103,0.683
11,0.30621,0.54079,-0.01522,0.04079,-0.872
12,0.32265,0.54053,-0.01584,0.04053,-0.908
13,0.33897,0.54006,-0.02925,0.04006,-1.676
14,0.35527,0.53918,-0.05343,0.03918,-3.061
15,0.37254,0.53788,-0.07542,0.03788,-4.321
16,0.38966,0.53665,-0.07174,0.03665,-4.111
17,0.40597,0.53537,-0.07847,0.03537,-4.496
18,0.42233,0.53413,-0.07513,0.03413,-4.305
