t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16158,0.51047,0.73482,0.01047,42.102
2,0.17471,0.52000,0.62800,0.02000,35.982
3,0.18912,0.52786,0.49940,0.02786,28.613
4,0.20284,0.53364,0.39862,0.03364,22.839
5,0.21927,0.53883,0.30611,0.03883,17.539
6,0.23658,0.54228,0.19699,0.04228,11.287
7,0.25434,0.54436,0.11667,0.04436,6.685
8,0.27209,0.54502,0.03667,0.04502,2.101
9,0.29027,0.54525,0.01260,0.04525,0.722
10,0.30813,0.54504,-0.01129,0.04504,-0.647
11,0.32562,0.54437,-0.03853,0.04437,-2.207
12,0.34398,0.54360,-0.04167,0.04360,-2.388
13,0.36226,0.54266,-0.05173,0.04266,-2.964
14,0.38026,0.54110,-0.08640,0.04110,-4.950
15,0.39903,0.53929,-0.09627,0.03929,-5.516
16,0.41747,0.53770,-0.08584,0.03770,-4.918
17,0.43539,0.53590,-0.10007,0.03590,-5.734
18,0.45352,0.53438,-0.08378,0.03438,-4.800
