probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.1226,0.0866,0.0867,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.1193,0.0829,0.0858,83.0744,79.1375,44.1478,0.0822,0.0182
mlp,0.1050,0.0716,0.0768,74.5015,66.2722,36.6848,0.3165,0.2135
