probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0430,0.0303,0.0306,56.5782,42.1938,23.0558,0.9821,0.9809
mlp,0.0386,0.0275,0.0272,21.7266,15.3375,2.2469,0.9852,0.9849
