probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0406,0.0272,0.0301,60.4151,47.3964,25.5227,0.9856,0.9815
mlp,0.0346,0.0263,0.0224,49.9786,19.0841,23.8903,0.9864,0.9898
