step,epoch,pred,pred_block,pred_free,sigreg,anchor,anchor_pred,total,latent_std
50,1,0.06221351400017738,0.006653150077909231,0.055560365319252014,5.16913366317749,0.977603554725647,0.9615007638931274,2.027163505554199,0.953125536441803
100,1,0.17942984402179718,0.03433705493807793,0.14509278535842896,4.019418239593506,0.7416042685508728,0.7341775298118591,1.6753087043762207,0.9639387726783752
150,1,0.12358443439006805,0.029729772359132767,0.09385465830564499,4.84725284576416,0.26020294427871704,0.2604134976863861,0.668437123298645,0.9697445631027222
200,1,0.08133421093225479,0.0083268778398633,0.07300733029842377,3.5057077407836914,0.1100214496254921,0.10663148015737534,0.3155156970024109,0.9829379320144653
250,1,0.07101863622665405,0.00440148264169693,0.06661715358495712,3.0678277015686035,0.08556411415338516,0.09752162545919418,0.2694435119628906,0.9824831485748291
300,1,0.0736587718129158,0.004094138741493225,0.06956463307142258,3.064586639404297,0.07117430120706558,0.07007689774036407,0.23023290932178497,0.9876400828361511
350,1,0.06700541824102402,0.0038915404584258795,0.06311387568712234,2.7319157123565674,0.08659715950489044,0.0736100897192955,0.24087223410606384,0.99396812915802
400,1,0.06601523607969284,0.003031053813174367,0.06298418343067169,2.753995895385742,0.060668159276247025,0.05308142304420471,0.19353479146957397,0.9924596548080444
450,1,0.056983206421136856,0.0034754399675875902,0.053507767617702484,2.5375759601593018,0.05506566911935806,0.04975396394729614,0.17449072003364563,0.9912116527557373
500,1,0.06301970034837723,0.003203957574442029,0.059815745800733566,2.589662551879883,0.05472992733120918,0.05372774228453636,0.18442568182945251,0.9879422187805176
550,2,0.05398281291127205,0.002178953727707267,0.05180386081337929,2.4951324462890625,0.043067581951618195,0.04065967723727226,0.1501857340335846,0.985553503036499
600,2,0.05619709566235542,0.002337817335501313,0.05385927855968475,2.2508950233459473,0.041023898869752884,0.038154371082782745,0.14662984013557434,0.9840707778930664
650,2,0.0538741759955883,0.0024315014015883207,0.05144267529249191,2.441988706588745,0.03460582718253136,0.03663736954331398,0.13732731342315674,0.981190025806427
