step,epoch,total,recon,dyn,pred_recon,var,a_v,a_omega,state_std,std0,std1,std2,std3
50,1,1.4467542171478271,0.7079726457595825,0.006937790662050247,0.7318437099456787,0.0,1.0,1.0,0.3811546750366688,0.3998207449913025,0.150137260556221,0.7126720547676086,0.26198863983154297
100,1,0.9529480934143066,0.4590109586715698,0.007182217203080654,0.4867549538612366,0.0,1.0,1.0,0.5173128396272659,0.44826555252075195,0.43284884095191956,0.8113717436790466,0.3767652213573456
150,1,0.7382727861404419,0.3444065749645233,0.010397147387266159,0.3834690451622009,0.0,1.0,1.0,0.5221062451601028,0.4073403775691986,0.3995935022830963,0.7671091556549072,0.5143819451332092
200,1,0.6193040609359741,0.2862898111343384,0.009889209643006325,0.3231250047683716,0.0,1.0,1.0,0.5260278359055519,0.37608590722084045,0.3764200210571289,0.7620795965194702,0.5895258188247681
250,1,0.5524110198020935,0.2601676285266876,0.010251585394144058,0.2819918096065521,0.0,1.0,1.0,0.513140358030796,0.3948402404785156,0.3820790946483612,0.7407144904136658,0.5349276065826416
300,1,0.52001953125,0.2562445402145386,0.008371840231120586,0.25540319085121155,0.0,1.0,1.0,0.4951268211007118,0.36378633975982666,0.36134299635887146,0.6993443965911865,0.5560335516929626
350,1,0.48548856377601624,0.22203108668327332,0.010639013722538948,0.2528184652328491,0.0,1.0,1.0,0.5098012909293175,0.3642383813858032,0.3549918234348297,0.7226958870887756,0.5972790718078613
400,2,0.4406331181526184,0.20654809474945068,0.009965101256966591,0.2241199016571045,0.0,1.0,1.0,0.496830552816391,0.3435004949569702,0.32017678022384644,0.7302746772766113,0.593370258808136
450,2,0.44286486506462097,0.21324600279331207,0.008612678386271,0.22100618481636047,0.0,1.0,1.0,0.4810362830758095,0.33273041248321533,0.32803401350975037,0.7104005217552185,0.5529801845550537
500,2,0.40175408124923706,0.18841947615146637,0.008334960788488388,0.204999640583992,0.0,1.0,1.0,0.4823281541466713,0.33252954483032227,0.31265756487846375,0.7236927151679993,0.5604327917098999
550,2,0.4054650068283081,0.1904793679714203,0.007489344570785761,0.20749631524085999,0.0,1.0,1.0,0.4799690619111061,0.335200697183609,0.3248487710952759,0.7106123566627502,0.5492144227027893
600,2,0.3873688578605652,0.18404529988765717,0.007799143902957439,0.1955244243144989,0.0,1.0,1.0,0.4699027091264725,0.3247048258781433,0.2962508201599121,0.7265611290931702,0.5320940613746643
650,2,0.36579179763793945,0.16648848354816437,0.008557691238820553,0.19074562191963196,0.0,1.0,1.0,0.4828198403120041,0.3321918547153473,0.3133307993412018,0.7134348750114441,0.5723218321800232
700,2,0.35796409845352173,0.16799050569534302,0.007468533236533403,0.1825050413608551,0.0,1.0,1.0,0.47436539828777313,0.31408828496932983,0.2886338233947754,0.718671977519989,0.5760675072669983
750,2,0.3647097051143646,0.1666235327720642,0.006779171526432037,0.19130700826644897,0.0,1.0,1.0,0.4641037583351135,0.31839829683303833,0.286138653755188,0.7244400382041931,0.5274380445480347
800,3,0.34729087352752686,0.16739806532859802,0.007488887291401625,0.17240390181541443,0.0,1.0,1.0,0.4520128443837166,0.312897264957428,0.256479948759079,0.6689196228981018,0.5697545409202576
850,3,0.3289032578468323,0.1564965695142746,0.0069541968405246735,0.1654525101184845,0.0,1.0,1.0,0.461667463183403,0.3119862377643585,0.2955832779407501,0.6846315264701843,0.5544688105583191
900,3,0.34063756465911865,0.15969452261924744,0.008434415794909,0.1725086271762848,0.0,1.0,1.0,0.4728012904524803,0.30936330556869507,0.2954646050930023,0.713995635509491,0.5723816156387329
950,3,0.32799482345581055,0.1547936201095581,0.006939449347555637,0.16626176238059998,0.0,1.0,1.0,0.46673858165740967,0.30519407987594604,0.258966326713562,0.7258268594741821,0.5769670605659485
1000,3,0.3290500044822693,0.15666455030441284,0.008260403759777546,0.16412504017353058,0.0,1.0,1.0,0.4616849422454834,0.3020172715187073,0.2790265679359436,0.6721938848495483,0.5935020446777344
1050,3,0.3237103223800659,0.14890246093273163,0.00816655345261097,0.16664132475852966,0.0,1.0,1.0,0.4611777141690254,0.29564782977104187,0.28686004877090454,0.6894738674163818,0.5727291107177734
1100,3,0.3172784745693207,0.1452220380306244,0.00670406362041831,0.16535237431526184,0.0,1.0,1.0,0.4647182673215866,0.31667160987854004,0.27584177255630493,0.7144784927368164,0.5518811941146851
1150,3,0.3183915317058563,0.1507318764925003,0.007288830820471048,0.1603708267211914,0.0,1.0,1.0,0.45781081169843674,0.29645052552223206,0.2744938135147095,0.6453397274017334,0.614959180355072
1200,4,0.315822958946228,0.1481190174818039,0.007908214814960957,0.15979573130607605,0.0,1.0,1.0,0.4526178166270256,0.2973301112651825,0.2740221619606018,0.6461091637611389,0.5930098295211792
1250,4,0.30616554617881775,0.14378046989440918,0.00712443795055151,0.15526063740253448,0.0,1.0,1.0,0.44549380242824554,0.3054916560649872,0.27558407187461853,0.6379386782646179,0.5629608035087585
1300,4,0.30822497606277466,0.143069326877594,0.007153280079364777,0.1580023616552353,0.0,1.0,1.0,0.4621416926383972,0.2974003553390503,0.2687736749649048,0.6984332203865051,0.5839595198631287
1350,4,0.2992912530899048,0.13953331112861633,0.00815737247467041,0.15160056948661804,0.0,1.0,1.0,0.45827819406986237,0.301114946603775,0.2643236219882965,0.6889327168464661,0.5787414908409119
1400,4,0.3014180064201355,0.1395861953496933,0.008458038792014122,0.15337377786636353,0.0,1.0,1.0,0.45760442316532135,0.3066129684448242,0.26930421590805054,0.65395587682724,0.6005446314811707
1450,4,0.29097965359687805,0.13280577957630157,0.007403516210615635,0.15077035129070282,0.0,1.0,1.0,0.4551239609718323,0.29973211884498596,0.27224001288414,0.6691033244132996,0.5794203877449036
1500,4,0.2903934717178345,0.1350996345281601,0.006500976160168648,0.14879284799098969,0.0,1.0,1.0,0.4483349248766899,0.2853061556816101,0.26854023337364197,0.7048177719116211,0.5346755385398865
1550,4,0.2902129888534546,0.13639932870864868,0.006918605417013168,0.14689506590366364,0.0,1.0,1.0,0.4511393830180168,0.28046998381614685,0.2730408310890198,0.6808910369873047,0.570155680179596
1600,5,0.28939250111579895,0.12958166003227234,0.008113822899758816,0.15169702470302582,0.0,1.0,1.0,0.45034632831811905,0.29847991466522217,0.27451959252357483,0.6485744714736938,0.5798113346099854
1650,5,0.2874598503112793,0.1307775378227234,0.00796017237007618,0.14872212707996368,0.0,1.0,1.0,0.45743685960769653,0.2785034477710724,0.26467975974082947,0.6843163371086121,0.6022478938102722
1700,5,0.28822964429855347,0.13478876650333405,0.006885231472551823,0.14655566215515137,0.0,1.0,1.0,0.461165614426136,0.29829421639442444,0.2525121569633484,0.6815664172172546,0.6122896671295166
1750,5,0.28266167640686035,0.13178125023841858,0.007998839020729065,0.1428815871477127,0.0,1.0,1.0,0.4607624486088753,0.29099735617637634,0.2675085663795471,0.6750578880310059,0.6094859838485718
1800,5,0.2815093994140625,0.13213017582893372,0.008279302157461643,0.1410999298095703,0.0,1.0,1.0,0.4593873620033264,0.2707075774669647,0.27730777859687805,0.6822220087051392,0.6073120832443237
1850,5,0.2862641215324402,0.13674446940422058,0.007585563696920872,0.14193406701087952,0.0,1.0,1.0,0.45304693281650543,0.29059961438179016,0.2454306185245514,0.6438031196594238,0.6323543787002563
1900,5,0.27855658531188965,0.13340845704078674,0.006827978882938623,0.13832013309001923,0.0,1.0,1.0,0.4371090456843376,0.2750547528266907,0.25180545449256897,0.6405127048492432,0.5810632705688477
1950,6,0.2719823718070984,0.12482133507728577,0.007915815338492393,0.13924524188041687,0.0,1.0,1.0,0.45327265560626984,0.2995980679988861,0.2625853717327118,0.6335887312889099,0.6173184514045715
2000,6,0.2672831118106842,0.11829648911952972,0.00782926194369793,0.1411573588848114,0.0,1.0,1.0,0.44791216403245926,0.27034008502960205,0.2634238302707672,0.6914827823638916,0.5664019584655762
