t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,0.95993,0.15000,55.000
1,0.16458,0.66907,0.91809,0.16907,52.603
2,0.18235,0.68519,0.73660,0.18519,42.204
3,0.20203,0.69893,0.60982,0.19893,34.940
4,0.22424,0.70802,0.38846,0.20802,22.257
5,0.24770,0.71311,0.21347,0.21311,12.231
6,0.27170,0.71320,0.00390,0.21320,0.223
7,0.29519,0.70832,-0.20474,0.20832,-11.731
8,0.31749,0.69944,-0.37900,0.19944,-21.715
9,0.34037,0.69221,-0.30624,0.19221,-17.546
10,0.36262,0.68321,-0.38444,0.18321,-22.027
11,0.38557,0.67618,-0.29725,0.17618,-17.031
12,0.40891,0.67057,-0.23589,0.17057,-13.516
13,0.43199,0.66399,-0.27761,0.16399,-15.906
14,0.45482,0.65659,-0.31343,0.15659,-17.958
15,0.47733,0.64828,-0.35363,0.14828,-20.261
16,0.50027,0.64123,-0.29836,0.14123,-17.095
17,0.52345,0.63500,-0.26253,0.13500,-15.042
18,0.54699,0.63030,-0.19676,0.13030,-11.274
