t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.55000,0.95993,0.05000,55.000
1,0.16528,0.56851,0.88059,0.06851,50.454
2,0.18339,0.58426,0.71589,0.08426,41.017
3,0.20396,0.59662,0.54124,0.09662,31.011
4,0.22554,0.60713,0.45316,0.10713,25.964
5,0.24795,0.61572,0.36600,0.11572,20.970
6,0.27118,0.62175,0.25406,0.12175,14.556
7,0.29506,0.62406,0.09649,0.12406,5.528
8,0.31906,0.62439,0.01350,0.12439,0.774
9,0.34302,0.62303,-0.05670,0.12303,-3.249
10,0.36670,0.61909,-0.16500,0.11909,-9.454
11,0.39006,0.61357,-0.23180,0.11357,-13.281
12,0.41362,0.60904,-0.19007,0.10904,-10.890
13,0.43721,0.60460,-0.18589,0.10460,-10.650
14,0.46067,0.59952,-0.21326,0.09952,-12.219
15,0.48419,0.59474,-0.20067,0.09474,-11.498
16,0.50771,0.58998,-0.19975,0.08998,-11.445
17,0.53132,0.58566,-0.18092,0.08566,-10.366
18,0.55494,0.58143,-0.17696,0.08143,-10.139
