t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,0.95993,0.15000,55.000
1,0.16524,0.66854,0.88259,0.16854,50.569
2,0.18445,0.68293,0.64330,0.18293,36.858
3,0.20661,0.69213,0.39331,0.19213,22.535
4,0.23034,0.69575,0.15117,0.19575,8.661
5,0.25430,0.69428,-0.06110,0.19428,-3.501
6,0.27763,0.68867,-0.23612,0.18867,-13.529
7,0.30091,0.68281,-0.24634,0.18281,-14.114
8,0.32434,0.67763,-0.21748,0.17763,-12.461
9,0.34760,0.67172,-0.24884,0.17172,-14.257
10,0.37053,0.66462,-0.30049,0.16462,-17.217
11,0.39263,0.65527,-0.40036,0.15527,-22.939
12,0.41530,0.64738,-0.33464,0.14738,-19.174
13,0.43859,0.64161,-0.24297,0.14161,-13.921
14,0.46141,0.63418,-0.31469,0.13418,-18.030
15,0.48445,0.62746,-0.28393,0.12746,-16.268
16,0.50773,0.62162,-0.24565,0.12162,-14.075
17,0.53116,0.61643,-0.21797,0.11643,-12.489
18,0.55464,0.61147,-0.20843,0.11147,-11.942
