t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.55000,0.95993,0.05000,55.000
1,0.16520,0.56857,0.88483,0.06857,50.697
2,0.18343,0.58418,0.70797,0.08418,40.564
3,0.20372,0.59700,0.56363,0.09700,32.294
4,0.22622,0.60536,0.35589,0.10536,20.391
5,0.24982,0.60973,0.18315,0.10973,10.494
6,0.27379,0.61091,0.04905,0.11091,2.810
7,0.29774,0.60937,-0.06440,0.10937,-3.690
8,0.32161,0.60693,-0.10171,0.10693,-5.827
9,0.34548,0.60437,-0.10681,0.10437,-6.120
10,0.36916,0.60051,-0.16161,0.10051,-9.259
11,0.39270,0.59582,-0.19674,0.09582,-11.272
12,0.41640,0.59205,-0.15754,0.09205,-9.026
13,0.44018,0.58878,-0.13656,0.08878,-7.825
14,0.46379,0.58449,-0.17977,0.08449,-10.300
15,0.48742,0.58029,-0.17603,0.08029,-10.086
16,0.51106,0.57613,-0.17433,0.07613,-9.988
17,0.53478,0.57251,-0.15153,0.07251,-8.682
18,0.55852,0.56897,-0.14766,0.06897,-8.460
