t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.63000,0.95993,0.13000,55.000
1,0.16489,0.64882,0.90147,0.14882,51.650
2,0.18390,0.66347,0.65632,0.16347,37.604
3,0.20465,0.67554,0.52697,0.17554,30.193
4,0.22678,0.68481,0.39675,0.18481,22.732
5,0.24997,0.69101,0.26148,0.19101,14.981
6,0.27394,0.69226,0.05176,0.19226,2.966
7,0.29774,0.68919,-0.12814,0.18919,-7.342
8,0.32081,0.68258,-0.27915,0.18258,-15.994
9,0.34419,0.67716,-0.22784,0.17716,-13.054
10,0.36773,0.67250,-0.19517,0.17250,-11.182
11,0.39116,0.66730,-0.21856,0.16730,-12.523
12,0.41466,0.66240,-0.20535,0.16240,-11.766
13,0.43805,0.65701,-0.22651,0.15701,-12.978
14,0.46122,0.65078,-0.26278,0.15078,-15.056
15,0.48432,0.64424,-0.27576,0.14424,-15.800
16,0.50760,0.63841,-0.24553,0.13841,-14.068
17,0.53073,0.63203,-0.26927,0.13203,-15.428
18,0.55415,0.62676,-0.22145,0.12676,-12.688
