t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.63000,0.95993,0.13000,55.000
1,0.16482,0.64888,0.90536,0.14888,51.873
2,0.18248,0.66513,0.74387,0.16513,42.620
3,0.20322,0.67721,0.52722,0.17721,30.207
4,0.22608,0.68451,0.30942,0.18451,17.728
5,0.24995,0.68702,0.10447,0.18702,5.986
6,0.27387,0.68504,-0.08228,0.18504,-4.714
7,0.29772,0.68243,-0.10915,0.18243,-6.254
8,0.32148,0.67901,-0.14315,0.17901,-8.202
9,0.34496,0.67403,-0.20903,0.17403,-11.976
10,0.36809,0.66763,-0.26991,0.16763,-15.465
11,0.39122,0.66122,-0.27026,0.16122,-15.485
12,0.41455,0.65559,-0.23673,0.15559,-13.564
13,0.43774,0.64940,-0.26080,0.14940,-14.942
14,0.46079,0.64275,-0.28097,0.14275,-16.098
15,0.48369,0.63556,-0.30425,0.13556,-17.432
16,0.50658,0.62832,-0.30623,0.12832,-17.546
17,0.52967,0.62178,-0.27630,0.12178,-15.831
18,0.55283,0.61551,-0.26399,0.11551,-15.126
