t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.67000,0.95993,0.17000,55.000
1,0.16523,0.68855,0.88356,0.18855,50.624
2,0.18434,0.70306,0.64927,0.20306,37.200
3,0.20638,0.71256,0.40677,0.21256,23.306
4,0.23009,0.71632,0.15758,0.21632,9.029
5,0.25401,0.71442,-0.07958,0.21442,-4.560
6,0.27704,0.70766,-0.28536,0.20766,-16.350
7,0.29933,0.69876,-0.37975,0.19876,-21.758
8,0.32226,0.69169,-0.29911,0.19169,-17.137
9,0.34518,0.68457,-0.30110,0.18457,-17.252
10,0.36767,0.67618,-0.35739,0.17618,-20.477
11,0.38936,0.66591,-0.44220,0.16591,-25.336
12,0.41191,0.65770,-0.34924,0.15770,-20.010
13,0.43503,0.65125,-0.27207,0.15125,-15.588
14,0.45759,0.64305,-0.34854,0.14305,-19.970
15,0.48034,0.63543,-0.32319,0.13543,-18.517
16,0.50333,0.62854,-0.29109,0.12854,-16.678
17,0.52642,0.62199,-0.27644,0.12199,-15.839
18,0.54968,0.61606,-0.24978,0.11606,-14.311
