t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.55000,0.95993,0.05000,55.000
1,0.16482,0.56888,0.90536,0.06888,51.873
2,0.18250,0.58510,0.74232,0.08510,42.532
3,0.20329,0.59710,0.52351,0.09710,29.995
4,0.22609,0.60458,0.31683,0.10458,18.153
5,0.24993,0.60741,0.11824,0.10741,6.775
6,0.27388,0.60596,-0.06063,0.10596,-3.474
7,0.29783,0.60436,-0.06663,0.10436,-3.818
8,0.32175,0.60240,-0.08173,0.10240,-4.683
9,0.34554,0.59927,-0.13094,0.09927,-7.502
10,0.36916,0.59498,-0.17948,0.09498,-10.283
11,0.39283,0.59105,-0.16448,0.09105,-9.424
12,0.41668,0.58830,-0.11497,0.08830,-6.588
13,0.44048,0.58522,-0.12878,0.08522,-7.379
14,0.46426,0.58201,-0.13385,0.08201,-7.669
15,0.48796,0.57819,-0.16015,0.07819,-9.176
16,0.51163,0.57427,-0.16372,0.07427,-9.381
17,0.53541,0.57101,-0.13630,0.07101,-7.809
18,0.55925,0.56820,-0.11737,0.06820,-6.725
