t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.63000,0.95993,0.13000,55.000
1,0.16524,0.64854,0.88268,0.14854,50.574
2,0.18446,0.66291,0.64194,0.16291,36.780
3,0.20637,0.67272,0.42129,0.17272,24.138
4,0.22987,0.67758,0.20386,0.17758,11.680
5,0.25387,0.67781,0.00948,0.17781,0.543
6,0.27770,0.67500,-0.11728,0.17500,-6.719
7,0.30107,0.66951,-0.23085,0.16951,-13.227
8,0.32438,0.66383,-0.23911,0.16383,-13.700
9,0.34752,0.65743,-0.26966,0.15743,-15.450
10,0.37059,0.65084,-0.27834,0.15084,-15.948
11,0.39332,0.64312,-0.32748,0.14312,-18.763
12,0.41657,0.63718,-0.25002,0.13718,-14.325
13,0.43999,0.63194,-0.22029,0.13194,-12.622
14,0.46325,0.62604,-0.24838,0.12604,-14.231
15,0.48649,0.62001,-0.25367,0.12001,-14.534
16,0.50988,0.61466,-0.22475,0.11466,-12.877
17,0.53335,0.60965,-0.21055,0.10965,-12.064
18,0.55698,0.60542,-0.17706,0.10542,-10.145
