t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.55000,0.95993,0.05000,55.000
1,0.16538,0.56843,0.87545,0.06843,50.160
2,0.18407,0.58348,0.67779,0.08348,38.835
3,0.20404,0.59679,0.58800,0.09679,33.690
4,0.22621,0.60598,0.39295,0.10598,22.515
5,0.24956,0.61153,0.23326,0.11153,13.365
6,0.27348,0.61344,0.07969,0.11344,4.566
7,0.29743,0.61188,-0.06486,0.11188,-3.716
8,0.32120,0.60856,-0.13885,0.10856,-7.956
9,0.34505,0.60586,-0.11291,0.10586,-6.469
10,0.36867,0.60161,-0.17790,0.10161,-10.193
11,0.39186,0.59542,-0.26068,0.09542,-14.936
12,0.41518,0.58974,-0.23912,0.08974,-13.700
13,0.43869,0.58492,-0.20217,0.08492,-11.584
14,0.46172,0.57818,-0.28490,0.07818,-16.323
15,0.48517,0.57308,-0.21415,0.07308,-12.270
16,0.50862,0.56794,-0.21576,0.06794,-12.362
17,0.53222,0.56358,-0.18258,0.06358,-10.461
18,0.55595,0.55998,-0.15037,0.05998,-8.616
