t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.68000,0.95993,0.18000,55.000
1,0.16084,0.70141,1.10197,0.20141,63.138
2,0.16827,0.72423,1.25641,0.22423,71.987
3,0.17366,0.74762,1.34420,0.24762,77.017
4,0.18125,0.77039,1.24905,0.27039,71.565
5,0.18933,0.79299,1.22716,0.29299,70.311
6,0.19961,0.81467,1.12828,0.31467,64.646
7,0.21260,0.83486,0.99890,0.33486,57.233
8,0.22642,0.85448,0.95735,0.35448,54.852
9,0.24466,0.87008,0.70735,0.37008,40.528
10,0.25979,0.88870,0.88840,0.38870,50.902
11,0.27893,0.90319,0.64801,0.40319,37.128
12,0.30099,0.91264,0.40474,0.41264,23.190
13,0.32353,0.92088,0.35063,0.42088,20.090
14,0.34741,0.92331,0.10122,0.42331,5.800
15,0.37126,0.92069,-0.10941,0.42069,-6.269
16,0.39373,0.91225,-0.35935,0.41225,-20.590
17,0.41464,0.90046,-0.51341,0.40046,-29.416
18,0.43383,0.88604,-0.64421,0.38604,-36.910
