t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.63000,0.95993,0.13000,55.000
1,0.16494,0.64878,0.89863,0.14878,51.487
2,0.18093,0.66668,0.84176,0.16668,48.229
3,0.20085,0.68007,0.59176,0.18007,33.905
4,0.22226,0.69092,0.46937,0.19092,26.893
5,0.24568,0.69615,0.21943,0.19615,12.572
6,0.26931,0.70033,0.17504,0.20033,10.029
7,0.29331,0.70048,0.00642,0.20048,0.368
8,0.31725,0.69872,-0.07324,0.19872,-4.197
9,0.34106,0.69574,-0.12446,0.19574,-7.131
10,0.36490,0.69297,-0.11604,0.19297,-6.648
11,0.38817,0.68708,-0.24766,0.18708,-14.190
12,0.41049,0.67826,-0.37634,0.17826,-21.562
13,0.43176,0.66714,-0.48180,0.16714,-27.605
14,0.45327,0.65651,-0.45892,0.15651,-26.294
15,0.47614,0.64922,-0.30846,0.14922,-17.673
16,0.49807,0.63947,-0.41864,0.13947,-23.986
17,0.52110,0.63272,-0.28513,0.13272,-16.337
18,0.54342,0.62390,-0.37603,0.12390,-21.545
