t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.68000,0.95993,0.18000,55.000
1,0.16820,0.69565,0.71029,0.19565,40.696
2,0.18970,0.70631,0.46029,0.20631,26.372
3,0.21287,0.71255,0.26280,0.21255,15.058
4,0.23685,0.71354,0.04150,0.21354,2.378
5,0.26035,0.70866,-0.20496,0.20866,-11.743
6,0.28331,0.70167,-0.29556,0.20167,-16.934
7,0.30617,0.69434,-0.31018,0.19434,-17.772
8,0.32864,0.68593,-0.35791,0.18593,-20.506
9,0.35157,0.67882,-0.30069,0.17882,-17.228
10,0.37380,0.66979,-0.38608,0.16979,-22.121
11,0.39575,0.66007,-0.41664,0.16007,-23.872
12,0.41729,0.64949,-0.45679,0.14949,-26.172
13,0.43941,0.64018,-0.39844,0.14018,-22.829
14,0.46179,0.63152,-0.36906,0.13152,-21.145
15,0.48444,0.62358,-0.33734,0.12358,-19.328
16,0.50752,0.61702,-0.27688,0.11702,-15.864
17,0.53037,0.60965,-0.31194,0.10965,-17.873
18,0.55368,0.60397,-0.23891,0.10397,-13.689
