t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,0.95993,0.15000,55.000
1,0.16149,0.67107,1.07168,0.17107,61.403
2,0.17274,0.69227,1.08301,0.19227,62.052
3,0.18457,0.71315,1.05516,0.21315,60.456
4,0.19676,0.73383,1.03821,0.23383,59.485
5,0.21234,0.75208,0.86412,0.25208,49.510
6,0.22451,0.77277,1.03916,0.27277,59.539
7,0.23205,0.79555,1.25101,0.29555,71.678
8,0.24091,0.81786,1.19259,0.31786,68.330
9,0.25295,0.83862,1.04559,0.33862,59.908
10,0.26878,0.85666,0.85028,0.35666,48.717
11,0.28835,0.87055,0.61761,0.37055,35.386
12,0.31064,0.87944,0.37906,0.37944,21.719
13,0.33444,0.88253,0.12923,0.38253,7.405
14,0.35827,0.87964,-0.12077,0.37964,-6.919
15,0.38079,0.87135,-0.35257,0.37135,-20.201
16,0.40202,0.86014,-0.48575,0.36014,-27.831
17,0.42207,0.84696,-0.58166,0.34696,-33.327
18,0.43902,0.82997,-0.78659,0.32997,-45.068
