t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.68000,0.95993,0.18000,55.000
1,0.16530,0.69849,0.87972,0.19849,50.404
2,0.18469,0.71263,0.62972,0.21263,36.080
3,0.20669,0.72222,0.41102,0.22222,23.550
4,0.22997,0.72807,0.24660,0.22807,14.129
5,0.25393,0.72936,0.05368,0.22936,3.075
6,0.27763,0.72554,-0.15998,0.22554,-9.166
7,0.29984,0.71644,-0.38878,0.21644,-22.275
8,0.32041,0.70409,-0.54056,0.20409,-30.972
9,0.34237,0.69440,-0.41549,0.19440,-23.806
10,0.36532,0.68739,-0.29667,0.18739,-16.998
11,0.38756,0.67836,-0.38546,0.17836,-22.085
12,0.41045,0.67114,-0.30559,0.17114,-17.509
13,0.43329,0.66377,-0.31236,0.16377,-17.897
14,0.45545,0.65454,-0.39457,0.15454,-22.607
15,0.47805,0.64647,-0.34315,0.14647,-19.661
16,0.50094,0.63925,-0.30543,0.13925,-17.500
17,0.52392,0.63235,-0.29173,0.13235,-16.715
18,0.54732,0.62702,-0.22387,0.12702,-12.827
