t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16245,0.51114,0.73000,0.01114,41.826
2,0.17576,0.52081,0.62794,0.02081,35.978
3,0.19171,0.53000,0.52307,0.03000,29.970
4,0.20627,0.53667,0.42922,0.03667,24.592
5,0.22473,0.54335,0.34749,0.04335,19.910
6,0.24228,0.54779,0.24754,0.04779,14.183
7,0.26081,0.55066,0.15385,0.05066,8.815
8,0.28051,0.55197,0.06619,0.05197,3.792
9,0.30034,0.55247,0.02559,0.05247,1.466
10,0.31868,0.55236,-0.00644,0.05236,-0.369
11,0.33769,0.55149,-0.04568,0.05149,-2.617
12,0.35795,0.55039,-0.05415,0.05039,-3.102
13,0.37781,0.54911,-0.06410,0.04911,-3.673
14,0.39644,0.54703,-0.11125,0.04703,-6.374
15,0.41635,0.54461,-0.12122,0.04461,-6.945
16,0.43643,0.54244,-0.10754,0.04244,-6.162
17,0.45541,0.54045,-0.10462,0.04045,-5.994
18,0.47557,0.53856,-0.09313,0.03856,-5.336
