t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16128,0.51000,0.72524,0.01000,41.553
2,0.17704,0.52094,0.60677,0.02094,34.765
3,0.19322,0.52950,0.48695,0.02950,27.900
4,0.20948,0.53587,0.37327,0.03587,21.387
5,0.22985,0.54182,0.28424,0.04182,16.286
6,0.24970,0.54576,0.19564,0.04576,11.209
7,0.27095,0.54797,0.10354,0.04797,5.933
8,0.29229,0.54852,0.02614,0.04852,1.497
9,0.31398,0.54847,-0.00249,0.04847,-0.143
10,0.33538,0.54787,-0.02781,0.04787,-1.593
11,0.35683,0.54647,-0.06531,0.04647,-3.742
12,0.37950,0.54479,-0.07383,0.04479,-4.230
13,0.40179,0.54302,-0.07959,0.04302,-4.560
14,0.42350,0.54101,-0.09202,0.04101,-5.272
15,0.44619,0.53873,-0.10039,0.03873,-5.752
16,0.46928,0.53663,-0.09035,0.03663,-5.177
17,0.49159,0.53437,-0.10138,0.03437,-5.808
18,0.51440,0.53234,-0.08874,0.03234,-5.085
