t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16120,0.51008,0.73317,0.01008,42.008
2,0.17306,0.51887,0.63756,0.01887,36.530
3,0.18760,0.52735,0.52780,0.02735,30.241
4,0.20145,0.53386,0.43918,0.03386,25.163
5,0.21880,0.54036,0.35885,0.04036,20.560
6,0.23517,0.54479,0.26423,0.04479,15.139
7,0.25230,0.54793,0.18101,0.04793,10.371
8,0.27059,0.54979,0.10150,0.04979,5.815
9,0.28929,0.55084,0.05603,0.05084,3.210
10,0.30648,0.55108,0.01389,0.05108,0.796
11,0.32435,0.55067,-0.02264,0.05067,-1.297
12,0.34327,0.55004,-0.03328,0.05004,-1.907
13,0.36249,0.54904,-0.05222,0.04904,-2.992
14,0.38017,0.54725,-0.10078,0.04725,-5.775
15,0.39922,0.54497,-0.11924,0.04497,-6.832
16,0.41866,0.54291,-0.10559,0.04291,-6.050
17,0.43690,0.54097,-0.10596,0.04097,-6.071
18,0.45593,0.53921,-0.09219,0.03921,-5.282
