t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16259,0.51115,0.72452,0.01115,41.512
2,0.17943,0.52278,0.60462,0.02278,34.642
3,0.19685,0.53193,0.48359,0.03193,27.708
4,0.21448,0.53879,0.37113,0.03879,21.264
5,0.23577,0.54498,0.28303,0.04498,16.216
6,0.25687,0.54907,0.19155,0.04907,10.975
7,0.27905,0.55120,0.09546,0.05120,5.470
8,0.30121,0.55167,0.02148,0.05167,1.231
9,0.32372,0.55138,-0.01309,0.05138,-0.750
10,0.34626,0.55037,-0.04463,0.05037,-2.557
11,0.36879,0.54852,-0.08203,0.04852,-4.700
12,0.39217,0.54650,-0.08635,0.04650,-4.948
13,0.41526,0.54448,-0.08688,0.04448,-4.978
14,0.43785,0.54224,-0.09910,0.04224,-5.678
15,0.46130,0.53981,-0.10316,0.03981,-5.911
16,0.48493,0.53766,-0.09088,0.03766,-5.207
17,0.50800,0.53535,-0.09944,0.03535,-5.698
18,0.53145,0.53320,-0.09165,0.03320,-5.251
