t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16214,0.51075,0.72476,0.01075,41.526
2,0.17862,0.52218,0.60637,0.02218,34.742
3,0.19566,0.53116,0.48523,0.03116,27.801
4,0.21276,0.53785,0.37273,0.03785,21.356
5,0.23380,0.54400,0.28438,0.04400,16.294
6,0.25448,0.54808,0.19462,0.04808,11.151
7,0.27638,0.55031,0.10159,0.05031,5.821
8,0.29831,0.55091,0.02719,0.05091,1.558
9,0.32064,0.55084,-0.00301,0.05084,-0.172
10,0.34283,0.55012,-0.03259,0.05012,-1.867
11,0.36503,0.54850,-0.07262,0.04850,-4.161
12,0.38823,0.54666,-0.07897,0.04666,-4.524
13,0.41103,0.54474,-0.08431,0.04474,-4.831
14,0.43337,0.54246,-0.10151,0.04246,-5.816
15,0.45653,0.53996,-0.10770,0.03996,-6.171
16,0.48005,0.53775,-0.09353,0.03775,-5.359
17,0.50291,0.53547,-0.09932,0.03547,-5.690
18,0.52618,0.53337,-0.09011,0.03337,-5.163
