step,epoch,total,recon,dyn,pred_recon,var,a_v,a_omega,state_std,std0,std1,std2,std3
50,1,0.07091433554887772,0.0034675311762839556,0.018987152725458145,0.0034596503246575594,0.04500000178813934,1.0,1.0,0.06444326157433267,3.7157528254283534e-07,3.482526267362118e-07,0.12989218533039093,0.12788014113903046
100,2,0.06983435899019241,0.0034546642564237118,0.017944589257240295,0.0034351057838648558,0.04500000178813934,1.0,1.0,0.08503413302173612,3.457772663750802e-06,3.371030970811262e-06,0.17302656173706055,0.1671031415462494
150,2,0.069636769592762,0.0033955369144678116,0.017810657620429993,0.003430575132369995,0.04500000178813934,1.0,1.0,0.0752779581061418,4.853081918554381e-07,4.53628445029608e-07,0.15144239366054535,0.14966849982738495
200,3,0.06904648244380951,0.00345633365213871,0.017165526747703552,0.0034246155992150307,0.04500000178813934,1.0,1.0,0.06536676839000322,1.0105597425535962e-07,9.683169821528281e-08,0.12769190967082977,0.13377496600151062
250,3,0.07041420042514801,0.0034456050489097834,0.01854398101568222,0.0034246142022311687,0.04500000178813934,1.0,1.0,0.06879252247681933,2.7502358079800615e-07,2.63511168441255e-07,0.13316604495048523,0.14200350642204285
300,4,0.06958958506584167,0.0034360673744231462,0.01771531254053116,0.003438204061239958,0.04500000178813934,1.0,1.0,0.07133917990998384,3.9570710441694246e-07,4.0582341398476274e-07,0.117254339158535,0.16810157895088196
350,4,0.0703442394733429,0.0034534726291894913,0.018436111509799957,0.003454655408859253,0.04500000178813934,1.0,1.0,0.06740336161296057,1.7206377833645092e-07,2.0211194851071923e-07,0.1218395084142685,0.14777356386184692
400,5,0.06761547178030014,0.0034181869123131037,0.015750493854284286,0.0034467880614101887,0.04500000178813934,1.0,1.0,0.05775181580233513,2.8180417999124074e-08,4.6470344017279785e-08,0.11688319593667984,0.11412399262189865
450,5,0.06882482022047043,0.0034363060258328915,0.01693052053451538,0.003457992570474744,0.04500000178813934,1.0,1.0,0.07040502876342636,9.089445285326292e-08,1.0283261531185417e-07,0.13248217105865479,0.14913775026798248
500,6,0.06909986585378647,0.0034525184892117977,0.017204850912094116,0.0034424960613250732,0.04500000178813934,1.0,1.0,0.061314532533288,0.0,0.0,0.12936295568943024,0.11589517444372177
550,6,0.06622032821178436,0.003457525512203574,0.014339858666062355,0.0034229459706693888,0.04500000178813934,1.0,1.0,0.06062374856022901,4.7654488355419744e-08,2.8180417999124074e-08,0.10727044194936752,0.13522447645664215
600,7,0.06911887973546982,0.003476837184280157,0.0171830952167511,0.0034589464776217937,0.04500000178813934,1.0,1.0,0.0700587456991375,1.0570540354137847e-07,1.2300560570110974e-07,0.126726895570755,0.15350785851478577
650,8,0.0697675570845604,0.0034880428574979305,0.017842978239059448,0.003436535829678178,0.04500000178813934,1.0,1.0,0.06497883391876158,1.3830735667852423e-07,1.5097381833584222e-07,0.11639714986085892,0.1435178965330124
700,8,0.06992509961128235,0.0034432196989655495,0.018014347180724144,0.00346752954646945,0.04500000178813934,1.0,1.0,0.07502668487660458,4.860683588958636e-07,6.071854272704513e-07,0.12590637803077698,0.17419926822185516
750,9,0.06990297883749008,0.0034718282986432314,0.017940495163202286,0.0034906542859971523,0.04500000178813934,1.0,1.0,0.08379513537221328,1.4181180176819908e-06,1.999824235099368e-06,0.1284596174955368,0.20671750605106354
800,9,0.06724468618631363,0.0034682529512792826,0.015061412006616592,0.0034422562457621098,0.045272767543792725,1.0,1.0,0.06523257552393602,3.618492883106228e-07,5.94161861044995e-07,0.09840212762355804,0.16252721846103668
850,10,0.06843817979097366,0.0034265294671058655,0.0165572352707386,0.003454414661973715,0.04500000178813934,1.0,1.0,0.07310466923745196,6.928350444468379e-07,1.135872480517719e-06,0.1064552441239357,0.18596160411834717
