probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.1924,0.1663,0.0967,61.4448,50.5851,24.4314,0.4577,0.8092
mlp,0.1268,0.1055,0.0705,55.4143,41.2004,21.4417,0.7820,0.8987
