dim,in_block,corr_x,corr_y,corr_cos,corr_sin
0,1,0.7996,-0.0068,0.4489,-0.0046
1,1,0.0414,0.7761,0.0031,0.4482
2,1,0.3183,-0.8277,0.2283,-0.4505
3,1,-0.2749,0.8607,-0.2016,0.4674
4,0,-0.0870,0.0927,-0.0840,0.0232
5,0,0.0187,-0.2012,-0.0020,-0.0918
6,0,0.3399,0.2630,0.1853,0.1491
7,0,-0.2534,0.4002,-0.1636,0.2080
8,0,0.2503,-0.2459,0.1161,-0.1003
9,0,-0.4429,-0.2815,-0.2140,-0.1093
10,0,0.0908,-0.0731,0.0609,-0.0054
11,0,-0.0989,0.1970,-0.0968,0.1058
12,0,-0.3463,0.0720,-0.1521,0.0541
13,0,-0.0238,0.2905,-0.0070,0.1453
14,0,0.2353,-0.5128,0.1347,-0.2674
15,0,-0.4437,-0.1972,-0.2278,-0.1315
16,0,0.1681,-0.0995,0.0739,-0.0193
17,0,-0.0195,0.2328,-0.0372,0.1093
18,0,0.0634,-0.3081,0.0232,-0.1644
19,0,0.2045,0.0264,0.1176,-0.0104
20,0,-0.1788,-0.0952,-0.1207,-0.0443
21,0,-0.3607,0.3846,-0.2012,0.1754
22,0,0.1490,-0.0991,0.0835,-0.0343
23,0,0.3284,-0.0842,0.2061,-0.0522
24,0,-0.0078,-0.0071,0.0268,-0.0018
25,0,-0.0770,-0.3143,-0.0611,-0.1447
26,0,0.1146,-0.1758,0.0784,-0.1340
27,0,0.2737,-0.2059,0.1182,-0.1245
28,0,0.1771,-0.0292,0.1013,-0.0071
29,0,-0.0905,0.0509,-0.0877,0.0451
30,0,-0.0364,-0.1802,-0.0319,-0.0829
31,0,0.0708,-0.2380,0.0698,-0.1324
32,0,0.0723,-0.1942,0.0213,-0.0807
33,0,-0.1339,-0.0321,-0.0865,-0.0317
34,0,0.0262,-0.2277,0.0328,-0.1166
35,0,-0.1503,0.2686,-0.1119,0.1509
36,0,-0.5009,-0.3039,-0.2509,-0.1539
37,0,0.0821,0.2622,-0.0018,0.1429
38,0,0.2229,0.5934,0.0986,0.3004
39,0,0.0916,-0.2736,0.0336,-0.1365
40,0,-0.1305,-0.0540,-0.0696,-0.0305
41,0,-0.1475,0.2360,-0.1236,0.1402
42,0,-0.0133,0.2790,-0.0320,0.1859
43,0,-0.3419,0.2081,-0.1943,0.0625
44,0,-0.0932,-0.3855,-0.0275,-0.2166
45,0,0.1937,0.3950,0.1108,0.1975
46,0,0.0940,0.5096,-0.0003,0.2727
47,0,-0.3385,-0.4547,-0.1616,-0.2172
48,0,0.1395,-0.0865,0.0736,-0.0519
49,0,0.1520,-0.4787,0.0775,-0.2589
50,0,0.0704,-0.1925,0.0555,-0.0960
51,0,0.0938,0.1439,0.0712,0.0488
52,0,0.0565,-0.4108,0.0215,-0.2138
53,0,-0.5053,0.0366,-0.2791,0.0177
54,0,-0.0014,-0.4648,0.0216,-0.2193
55,0,-0.1341,-0.1171,-0.0900,-0.1004
56,0,-0.2033,-0.4382,-0.0674,-0.2324
57,0,0.0353,0.0453,0.0109,0.0445
58,0,-0.0896,0.2436,-0.0629,0.1584
59,0,-0.0662,-0.0130,-0.0772,-0.0101
60,0,0.3312,-0.2498,0.1662,-0.0962
61,0,-0.1775,-0.3094,-0.0565,-0.1742
62,0,-0.2686,-0.3525,-0.1327,-0.1751
63,0,0.2275,0.2682,0.1183,0.1271
64,0,-0.4976,0.0187,-0.2646,0.0390
65,0,-0.0287,0.2855,-0.0297,0.1808
66,0,0.0235,0.1684,0.0131,0.0857
67,0,0.0115,-0.5062,0.0424,-0.2426
68,0,0.0327,-0.0199,0.0280,-0.0409
69,0,0.0266,0.1128,0.0424,0.0637
70,0,-0.0301,-0.1170,-0.0426,-0.0908
71,0,0.1934,-0.1172,0.1422,-0.0808
72,0,-0.0451,-0.0966,-0.0089,-0.0315
73,0,0.0871,0.3132,0.0574,0.2108
74,0,-0.1449,-0.1674,-0.0894,-0.0702
75,0,0.0368,0.6821,0.0394,0.3550
76,0,-0.2189,-0.1186,-0.0896,-0.0628
77,0,0.2618,0.1790,0.1362,0.1155
78,0,-0.4220,-0.0555,-0.2124,-0.0373
79,0,0.1973,-0.1583,0.1141,-0.0848
80,0,-0.1071,0.5052,-0.0975,0.2661
81,0,0.0034,0.2621,0.0158,0.1168
82,0,0.1315,0.0452,0.0709,0.0362
83,0,0.2644,-0.4470,0.1858,-0.2168
84,0,-0.5131,-0.0316,-0.2857,-0.0401
85,0,0.0852,-0.1670,0.0411,-0.0850
86,0,0.0959,-0.3476,0.0613,-0.2010
87,0,0.0824,0.0511,0.0192,0.0168
88,0,0.0479,-0.1062,0.0456,-0.0702
89,0,0.0315,0.4856,-0.0435,0.2660
90,0,-0.0641,-0.2809,-0.0146,-0.1237
91,0,0.2958,0.0170,0.1700,-0.0003
92,0,0.1170,-0.4787,0.0925,-0.2649
93,0,0.0182,0.0107,0.0330,0.0104
94,0,-0.1756,-0.2373,-0.0708,-0.1375
95,0,0.0895,0.3545,0.0512,0.2077
96,0,0.2074,-0.3264,0.1151,-0.1248
97,0,-0.2963,-0.1012,-0.1355,-0.0224
98,0,-0.2096,-0.1483,-0.0985,-0.0407
99,0,0.4188,-0.0241,0.2314,0.0184
100,0,0.1771,0.2373,0.0867,0.0944
101,0,0.0399,-0.0383,0.0283,-0.0483
102,0,0.0043,-0.1373,0.0163,-0.0756
103,0,-0.0723,-0.0980,-0.0456,-0.0649
104,0,0.0374,0.2842,0.0402,0.1708
105,0,0.0562,0.3145,-0.0041,0.1764
106,0,0.1737,0.2285,0.0927,0.0932
107,0,-0.0432,-0.2678,0.0036,-0.1812
108,0,-0.2297,0.2247,-0.0908,0.0681
109,0,0.2358,0.1157,0.0911,0.0318
110,0,-0.0011,-0.1789,-0.0123,-0.0728
111,0,-0.3478,-0.2787,-0.1588,-0.1609
112,0,0.1642,-0.2937,0.0552,-0.1368
113,0,0.2116,-0.2172,0.1002,-0.0777
114,0,0.1489,-0.0807,0.0419,-0.0196
115,0,0.3101,-0.1950,0.1832,-0.1192
116,0,0.2377,-0.1885,0.1317,-0.0875
117,0,0.1203,-0.0474,0.0377,0.0158
118,0,0.2664,0.0814,0.1642,0.0488
119,0,0.0913,0.2045,0.0054,0.1083
120,0,-0.1626,-0.1069,-0.0747,-0.0419
121,0,0.4954,0.0823,0.2512,0.0266
122,0,0.2135,0.1631,0.1062,0.1303
123,0,-0.0654,-0.2337,-0.0329,-0.1042
124,0,-0.0690,-0.0156,-0.0319,-0.0070
125,0,-0.0058,-0.0240,0.0059,-0.0239
126,0,0.5130,0.1142,0.2344,0.0431
127,0,0.0617,0.1130,-0.0017,0.0345
