step,epoch,recon,dyn,pred_recon,var,anchor,anchor_pred,total,latent_std
50,1,0.6813578605651855,0.001666601630859077,0.6872381567955017,0.08025872707366943,1.3053133487701416,1.3771333694458008,4.132967948913574,0.015070870518684387
100,1,0.5956578254699707,0.008160531520843506,0.5947024822235107,0.01790006272494793,0.9575374722480774,0.9855455756187439,3.159503936767578,0.3698523938655853
150,1,0.41266316175460815,0.005708213429898024,0.4085933566093445,0.017916440963745117,0.991245448589325,0.8710777163505554,2.7072043418884277,0.3670506179332733
200,1,0.41704636812210083,0.002507005585357547,0.4019829034805298,0.017887679859995842,0.9279314279556274,1.0168018341064453,2.7841572761535645,0.35820528864860535
250,1,0.37378594279289246,0.0029818611219525337,0.3534262776374817,0.017873933538794518,0.9536468386650085,0.8704938888549805,2.572208881378174,0.36416611075401306
300,1,0.44453591108322144,0.00801762379705906,0.4392281472682953,0.01770768314599991,0.68220454454422,0.8151902556419373,2.40688419342041,0.35963913798332214
350,1,0.4348631501197815,0.008824116550385952,0.42989638447761536,0.017590032890439034,0.23829297721385956,0.2531813085079193,1.38264799118042,0.37481072545051575
400,1,0.3531990349292755,0.004808668978512287,0.3557669520378113,0.01757078431546688,0.25576043128967285,0.11236412823200226,1.0994700193405151,0.36763182282447815
450,1,0.3171502351760864,0.0036249898839741945,0.3172609210014343,0.017324889078736305,0.1327238827943802,0.19198648631572723,0.9800713658332825,0.36985525488853455
500,1,0.43458127975463867,0.006504743825644255,0.4406837224960327,0.017422566190361977,0.3652857840061188,0.18137645721435547,1.4458545446395874,0.36925220489501953
550,2,0.29525142908096313,0.0031777811236679554,0.29343026876449585,0.017118459567427635,0.1455882340669632,0.12541106343269348,0.8799772262573242,0.3743283450603485
600,2,0.3173462748527527,0.0028549982234835625,0.3182939887046814,0.017280256375670433,0.14086215198040009,0.10312245041131973,0.8997601270675659,0.37058836221694946
650,2,0.30535754561424255,0.0030043532606214285,0.306959867477417,0.01706622540950775,0.15001319348812103,0.1032506451010704,0.8856518268585205,0.36857032775878906
