probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3171,0.2261,0.2224,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0180,0.0126,0.0129,3.3108,2.3120,0.0300,0.9969,0.9966
mlp,0.0164,0.0116,0.0116,2.0317,1.6340,0.0000,0.9974,0.9973
