probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3044,0.2164,0.2141,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0192,0.0139,0.0133,3.0737,2.1641,0.0000,0.9959,0.9962
mlp,0.0181,0.0124,0.0132,2.9107,2.1440,0.0000,0.9967,0.9962
