dim,in_block,corr_x,corr_y,corr_cos,corr_sin
0,1,0.9958,-0.0258,0.2546,-0.0619
1,1,-0.0210,0.9956,0.0130,0.2101
2,1,0.3197,0.0167,0.9973,0.0134
3,1,-0.0593,0.2772,0.0163,0.9958
4,0,0.1283,-0.1187,0.0243,-0.0853
5,0,0.3345,0.0466,0.3410,0.0407
6,0,-0.1610,0.0602,-0.0935,0.1485
7,0,-0.0888,-0.1559,-0.0327,-0.2242
8,0,0.1645,-0.1468,0.1786,-0.0253
9,0,0.1875,0.1953,0.1864,-0.1549
10,0,0.1244,-0.0035,0.1351,0.1862
11,0,0.1470,-0.2862,0.2206,-0.1903
12,0,0.1953,0.0890,0.1130,0.0644
13,0,-0.2077,-0.0284,-0.0251,-0.0687
14,0,0.1759,-0.3915,-0.0465,-0.1852
15,0,0.1637,0.1081,0.0013,0.0136
16,0,0.0013,-0.0310,0.0619,-0.0051
17,0,0.0612,0.0506,0.0022,0.0554
18,0,-0.0325,0.2841,0.0162,-0.0738
19,0,0.0668,-0.2587,-0.2056,-0.1588
20,0,0.2747,-0.1570,0.1425,-0.1167
21,0,-0.0766,0.1100,-0.1779,0.1684
22,0,0.0089,-0.0116,-0.0188,-0.0354
23,0,-0.1383,-0.1189,-0.0728,-0.0048
24,0,-0.1645,-0.1481,-0.0411,-0.0820
25,0,0.2212,0.0813,0.2924,0.0324
26,0,-0.0783,-0.0962,-0.0899,-0.1539
27,0,0.0194,0.0722,0.0207,0.1043
28,0,-0.2238,0.0925,0.0269,0.1315
29,0,0.2350,-0.2714,-0.0524,-0.3213
30,0,0.0855,-0.0571,0.0924,-0.0482
31,0,-0.0054,0.0739,0.1284,-0.0103
32,0,-0.1313,0.1281,0.0014,0.0293
33,0,0.0172,0.0194,-0.1808,-0.1363
34,0,0.0505,0.0240,0.0319,-0.1301
35,0,0.0468,0.1211,-0.1324,0.0709
36,0,-0.1578,-0.3069,-0.0500,-0.0264
37,0,-0.1997,-0.1223,-0.1422,-0.1875
38,0,-0.0878,-0.0504,-0.0057,-0.0370
39,0,0.0881,0.0471,-0.0121,-0.0402
40,0,0.0939,0.1726,-0.2310,0.0234
41,0,0.0203,-0.1551,-0.0155,-0.0708
42,0,-0.1501,0.1865,-0.0900,0.0381
43,0,0.1546,-0.2264,0.0191,-0.1618
44,0,0.1434,0.1026,0.1422,0.0925
45,0,-0.1879,-0.3424,-0.1050,-0.1074
46,0,0.1161,0.3319,0.0068,0.1862
47,0,0.1122,-0.2895,0.0503,-0.1351
48,0,0.1469,0.1786,0.1252,0.1135
49,0,0.0603,0.0187,0.2840,0.0914
50,0,0.0761,0.2916,0.0607,0.0256
51,0,-0.2782,-0.2515,-0.1813,-0.1729
52,0,0.1489,0.0637,-0.0689,-0.0198
53,0,0.0117,-0.0032,-0.0750,-0.0054
54,0,-0.1619,0.2984,-0.1235,0.2684
55,0,-0.0076,-0.1181,-0.0937,-0.0794
56,0,0.3761,-0.0737,0.1830,-0.2779
57,0,0.2760,0.0100,0.1527,0.0388
58,0,-0.3069,0.3110,-0.0892,0.2010
59,0,-0.1491,-0.0313,-0.0436,0.1012
60,0,-0.1468,-0.0398,-0.0743,0.0227
61,0,-0.1005,0.1697,-0.0886,0.2393
62,0,0.2747,0.1232,0.0936,0.0909
63,0,0.1062,-0.0095,0.0342,0.0924
64,0,0.3139,0.0868,0.2444,-0.0372
65,0,0.1038,0.0737,0.0111,0.0073
66,0,-0.1067,0.0427,-0.0528,-0.2139
67,0,0.0832,0.1482,0.0518,0.0225
68,0,0.1581,0.0474,0.1464,0.0084
69,0,-0.2211,-0.1599,-0.0878,0.0060
70,0,-0.3897,0.0334,-0.1839,0.0492
71,0,-0.2299,0.1568,-0.2582,-0.0138
72,0,0.0107,-0.0940,-0.0619,0.2236
73,0,0.2849,-0.0608,0.0223,-0.0786
74,0,0.0591,0.1307,0.0556,0.1036
75,0,0.1303,-0.0176,0.2524,0.0032
76,0,-0.0108,0.2516,-0.1282,-0.1546
77,0,-0.1173,-0.2205,-0.0097,0.1506
78,0,0.1437,0.0943,0.2183,0.0655
79,0,0.0680,-0.1129,0.1328,-0.2159
80,0,0.1418,0.1213,0.1280,-0.0027
81,0,0.2061,-0.0641,0.0070,-0.0885
82,0,-0.0561,-0.0200,-0.0548,0.0755
83,0,-0.2413,0.2372,-0.1585,0.0311
84,0,-0.0981,-0.1130,-0.0184,-0.0473
85,0,-0.0010,0.1551,0.0230,-0.0731
86,0,0.0446,-0.0761,-0.0072,0.0078
87,0,0.2017,-0.0279,0.3653,0.0157
88,0,-0.1345,-0.0224,-0.0457,0.1159
89,0,-0.1424,-0.0067,-0.1764,0.0105
90,0,0.0144,-0.1703,0.2144,-0.1220
91,0,-0.0744,0.1524,0.1185,0.2552
92,0,-0.1564,0.1393,-0.0832,0.2642
93,0,-0.0256,0.1311,0.0645,0.0851
94,0,0.1697,-0.1362,0.0402,-0.1753
