dim,in_block,corr_x,corr_y,corr_cos,corr_sin
0,1,-0.0962,-0.4159,-0.1137,-0.0551
1,1,0.2224,-0.2251,0.1109,-0.0818
2,1,0.0832,0.0410,0.0056,0.0295
3,1,-0.0384,0.3281,-0.0421,0.1637
4,0,0.1739,0.0758,-0.0737,-0.1280
5,0,-0.1030,0.2608,-0.0548,0.0172
6,0,0.2052,0.0276,-0.0979,-0.0216
7,0,0.0146,-0.0340,0.1707,0.0537
8,0,-0.0908,0.1103,-0.0457,-0.0634
9,0,0.1615,-0.0557,-0.0071,-0.0455
10,0,-0.0387,0.0215,-0.0133,0.1372
11,0,0.0126,0.1090,0.1211,-0.0343
12,0,-0.1172,-0.0328,-0.0559,-0.0806
13,0,-0.1071,0.1187,-0.1435,0.0838
14,0,-0.1618,-0.1596,-0.1488,0.0257
15,0,-0.0540,-0.1064,0.0906,0.1851
16,0,0.0457,0.0486,-0.2744,0.0098
17,0,0.3160,0.0202,0.0471,0.0026
18,0,0.0367,-0.2607,-0.0482,0.0879
19,0,-0.0144,0.0044,0.0523,0.1187
20,0,0.0109,0.0468,-0.0915,-0.0543
21,0,-0.2003,-0.0299,-0.0811,0.0407
22,0,0.0321,0.0577,0.0815,-0.1286
23,0,-0.0360,-0.0474,0.0235,-0.0735
24,0,-0.0304,-0.0351,0.0087,-0.0051
25,0,-0.0719,-0.0677,-0.0684,0.0620
26,0,0.0801,0.1297,-0.1524,-0.2214
27,0,0.0295,-0.1658,0.1267,-0.0301
28,0,-0.0198,-0.0016,0.0710,0.0361
29,0,-0.2171,0.1023,0.1731,0.0544
30,0,0.1584,0.1146,-0.0870,0.2728
31,0,-0.0309,0.0684,-0.0452,-0.0100
32,0,0.0196,-0.0620,0.1444,-0.1632
33,0,-0.1095,-0.0318,-0.0148,0.0987
34,0,-0.0170,-0.1741,0.0282,0.0246
35,0,0.0472,0.0060,-0.0345,0.1223
36,0,-0.1022,0.0841,-0.2340,0.0725
37,0,-0.1875,-0.0426,0.1406,-0.1179
38,0,0.1653,0.0643,-0.0411,-0.0165
39,0,-0.0468,-0.1934,-0.1430,0.1646
40,0,-0.1262,0.0407,-0.0638,0.0670
41,0,0.0064,-0.2630,-0.0041,-0.0600
42,0,-0.0759,-0.0957,-0.0351,0.0560
43,0,0.0716,0.0875,-0.0199,-0.0146
44,0,0.0341,-0.1933,0.0030,0.1597
45,0,-0.0905,0.0276,-0.1746,-0.0226
46,0,-0.0748,0.3077,0.0334,0.0735
47,0,0.1193,-0.1633,-0.0578,0.0082
48,0,0.0597,-0.1001,0.0043,-0.0284
49,0,0.1811,-0.0812,0.1944,0.0967
50,0,0.0222,0.0071,0.0385,0.0445
51,0,0.0066,-0.0882,0.0405,0.0889
52,0,0.0407,0.0474,0.0198,-0.0217
53,0,0.0192,0.1628,0.1133,-0.0146
54,0,0.1998,0.0344,0.0357,-0.0450
55,0,0.0097,0.0645,0.1801,-0.0606
56,0,-0.1696,-0.0463,0.0773,-0.0134
57,0,-0.2882,0.2645,0.1373,0.1302
58,0,0.0685,-0.1940,-0.1896,-0.2035
59,0,-0.0892,-0.0203,-0.0827,0.0464
60,0,0.0153,0.0896,0.0277,-0.2070
61,0,-0.0241,-0.0571,0.0702,0.0425
62,0,-0.0023,-0.0181,0.1028,0.0215
63,0,0.0203,0.0055,0.0839,0.0203
64,0,-0.0159,-0.0423,-0.0018,0.0220
65,0,0.0234,0.0043,-0.2138,-0.1203
66,0,-0.1781,-0.0556,-0.0213,-0.1256
67,0,-0.0330,0.1145,-0.1615,0.0318
68,0,-0.0235,0.1417,0.2280,-0.0314
