probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0491,0.0373,0.0319,59.4591,45.9587,24.7340,0.9727,0.9792
mlp,0.0366,0.0253,0.0265,22.4569,15.3465,2.9255,0.9875,0.9857
