step,epoch,recon,dyn,pred_recon,var,l1,anchor,anchor_pred,total,latent_std
50,1,0.5731677412986755,0.0032676788978278637,0.5843589305877686,0.0,0.010995532386004925,0.2929329574108124,0.2927890419960022,1.7465273141860962,0.4579026997089386
100,1,0.38539963960647583,0.0029757986776530743,0.37627801299095154,0.0,0.022863328456878662,0.3166225254535675,0.3164108395576477,1.3977097272872925,0.4705994129180908
150,1,0.34937217831611633,0.012033587321639061,0.33852240443229675,0.0,0.034998536109924316,0.313812255859375,0.31347784399986267,1.3272533416748047,0.47642791271209717
200,1,0.32682812213897705,0.003384651616215706,0.3036031126976013,0.0,0.04919879883527756,0.30033165216445923,0.29995885491371155,1.2341556549072266,0.467829167842865
250,1,0.304490864276886,0.004302347078919411,0.2859131097793579,0.0,0.06296156346797943,0.28298917412757874,0.28253859281539917,1.1602970361709595,0.4672190845012665
300,1,0.2993946671485901,0.007055345922708511,0.28053876757621765,0.0,0.07400041073560715,0.2591654360294342,0.2590847611427307,1.1053130626678467,0.47384119033813477
350,1,0.2824435234069824,0.003501107217743993,0.27269119024276733,0.0,0.08271004259586334,0.28924766182899475,0.28946787118911743,1.1374341249465942,0.4742160737514496
400,1,0.28420552611351013,0.005254916846752167,0.27385422587394714,0.0,0.09106983989477158,0.2129429280757904,0.21307887136936188,0.9894275665283203,0.47350791096687317
450,1,0.29982173442840576,0.016995955258607864,0.28847822546958923,0.0,0.09006820619106293,0.17278006672859192,0.1726555973291397,0.9508216381072998,0.4835180938243866
500,1,0.26993700861930847,0.01152125746011734,0.265285462141037,0.0,0.07923008501529694,0.07960997521877289,0.07941259443759918,0.7058455348014832,0.49684950709342957
550,1,0.2521434426307678,0.006681463681161404,0.25086551904678345,0.0,0.07213323563337326,0.015973880887031555,0.01575908251106739,0.5414955019950867,0.4959545433521271
600,1,0.2172410786151886,0.003494624514132738,0.2206065058708191,0.0,0.06929130107164383,0.009245793335139751,0.009088821709156036,0.4597461223602295,0.5004494190216064
650,1,0.20679034292697906,0.0035962967667728662,0.2109624445438385,0.0,0.0676392912864685,0.007100793533027172,0.007001285441219807,0.4355188012123108,0.49442753195762634
700,1,0.20182675123214722,0.0037345346063375473,0.203778475522995,0.0,0.0684356614947319,0.0062406063079833984,0.006193605251610279,0.42184239625930786,0.49363887310028076
750,1,0.190310537815094,0.0026399362832307816,0.19134521484375,0.0,0.06778715550899506,0.005596150644123554,0.005555955693125725,0.3955156207084656,0.4911608099937439
800,1,0.18839231133460999,0.002596501260995865,0.18853911757469177,0.0,0.06884738057851791,0.0055957455188035965,0.005533839575946331,0.39072635769844055,0.49731937050819397
850,1,0.1858523041009903,0.0025916658341884613,0.1864660084247589,0.0,0.06979214400053024,0.004627132788300514,0.004605105146765709,0.38421201705932617,0.48875048756599426
900,1,0.18339546024799347,0.0022140960209071636,0.17999973893165588,0.0,0.06867437064647675,0.004412117414176464,0.0044286223128438,0.3745186924934387,0.48915377259254456
950,1,0.1756097823381424,0.0019944163504987955,0.17712149024009705,0.0,0.06831512600183487,0.004013992380350828,0.003978777676820755,0.36278676986694336,0.48508667945861816
1000,1,0.17700350284576416,0.001714280340820551,0.17848679423332214,0.0,0.0686187893152237,0.0035193131770938635,0.003508026245981455,0.3643004894256592,0.4926791787147522
1050,1,0.170235276222229,0.0020882682874798775,0.17121733725070953,0.0,0.06689931452274323,0.003915310837328434,0.00388413667678833,0.3514072299003601,0.4844738841056824
1100,1,0.16757352650165558,0.0019641893450170755,0.16746988892555237,0.0,0.06542370468378067,0.0030428734607994556,0.0030220297630876303,0.3431379199028015,0.4844585657119751
