step,epoch,total,recon,dyn,pred_recon,a_v,a_omega,state_std
2300,2,0.02236257866024971,0.00959010235965252,0.0031515888404101133,0.00962088629603386,1.0,1.0,0.2584972381591797
2350,2,0.021043607965111732,0.009020218625664711,0.0028803369496017694,0.009143052622675896,1.0,1.0,0.2031320035457611
2400,2,0.020581593737006187,0.008584083989262581,0.0032991638872772455,0.008698346093297005,1.0,1.0,0.2734002470970154
2450,2,0.019572220742702484,0.008115097880363464,0.0031372257508337498,0.008319897577166557,1.0,1.0,0.29493123292922974
2500,2,0.019377073273062706,0.007783873472362757,0.003597659058868885,0.007995540276169777,1.0,1.0,0.30483105778694153
2550,2,0.020749036222696304,0.007664143107831478,0.005215860903263092,0.007869033142924309,1.0,1.0,0.2949874997138977
2600,2,0.01815134659409523,0.007349136285483837,0.0030847482848912477,0.0077174631878733635,1.0,1.0,0.2875957787036896
2650,2,0.01761760003864765,0.006809566169977188,0.0037169987335801125,0.007091035600751638,1.0,1.0,0.30442702770233154
2700,2,0.0180877223610878,0.006940990220755339,0.0038229376077651978,0.007323793135583401,1.0,1.0,0.3081357479095459
2750,2,0.018124541267752647,0.007052142638713121,0.0036346467677503824,0.0074377516284585,1.0,1.0,0.2961535155773163
2800,2,0.018933791667222977,0.00706165935844183,0.004412234295159578,0.007459897547960281,1.0,1.0,0.30332762002944946
2850,2,0.017520802095532417,0.006650143302977085,0.003756343387067318,0.007114314939826727,1.0,1.0,0.2970380485057831
2900,2,0.016666008159518242,0.0065668728202581406,0.003043424105271697,0.007055711466819048,1.0,1.0,0.2896546721458435
2950,2,0.017478974536061287,0.006225156597793102,0.004553097765892744,0.006700720172375441,1.0,1.0,0.3006961941719055
3000,2,0.015883469954133034,0.006102592218667269,0.003160217311233282,0.006620660424232483,1.0,1.0,0.31759166717529297
3050,2,0.01922701485455036,0.0069461483508348465,0.004876371473073959,0.0074044945649802685,1.0,1.0,0.3211632966995239
3100,2,0.01816030591726303,0.0073332213796675205,0.0030065677128732204,0.00782051682472229,1.0,1.0,0.256780207157135
3150,2,0.01805313304066658,0.006725258193910122,0.0040816692635416985,0.00724620558321476,1.0,1.0,0.28107181191444397
3200,2,0.018181953579187393,0.006663942709565163,0.004318621009588242,0.007199389860033989,1.0,1.0,0.2977692484855652
3250,3,0.017363902181386948,0.00631906371563673,0.004158169496804476,0.006886668503284454,1.0,1.0,0.32070600986480713
3300,3,0.017524991184473038,0.005965809337794781,0.005000884644687176,0.006558297201991081,1.0,1.0,0.31849879026412964
3350,3,0.01579803228378296,0.00611898023635149,0.0029641026630997658,0.006714949384331703,1.0,1.0,0.3109889626502991
3400,3,0.0169049222022295,0.006008414551615715,0.004168350249528885,0.0067281574010849,1.0,1.0,0.29716017842292786
3450,3,0.017548244446516037,0.006200011819601059,0.004466935060918331,0.006881297565996647,1.0,1.0,0.30506420135498047
3500,3,0.01693032495677471,0.00606552604585886,0.0039207106456160545,0.006944088265299797,1.0,1.0,0.2850603461265564
3550,3,0.01851273700594902,0.006179983727633953,0.005328238010406494,0.0070045143365859985,1.0,1.0,0.2991484999656677
3600,3,0.016048531979322433,0.005818681791424751,0.0037845494225621223,0.00644530076533556,1.0,1.0,0.3048778176307678
3650,3,0.01499682292342186,0.005687026306986809,0.0029114086646586657,0.006398388184607029,1.0,1.0,0.30470865964889526
3700,3,0.018748480826616287,0.006280598230659962,0.00548311322927475,0.00698477029800415,1.0,1.0,0.3101031184196472
3750,3,0.016110708937048912,0.00571955181658268,0.003832984948530793,0.0065581719391047955,1.0,1.0,0.3062687814235687
3800,3,0.015426386147737503,0.005872989539057016,0.003046615980565548,0.006506780162453651,1.0,1.0,0.3136894106864929
3850,3,0.01601080596446991,0.005956747103482485,0.003259895369410515,0.006794163025915623,1.0,1.0,0.2824223041534424
3900,3,0.01570611074566841,0.005763777066022158,0.0034026422072201967,0.0065396917052567005,1.0,1.0,0.3051692843437195
3950,3,0.015144085511565208,0.0056546637788414955,0.00302985985763371,0.006459562573581934,1.0,1.0,0.2934572994709015
4000,3,0.01555095799267292,0.005618118681013584,0.0035531166940927505,0.0063797226175665855,1.0,1.0,0.3022468686103821
4050,3,0.015116764232516289,0.005826483480632305,0.002765039447695017,0.0065252408385276794,1.0,1.0,0.30799445509910583
4100,3,0.017938241362571716,0.005868095904588699,0.005502872169017792,0.006567272357642651,1.0,1.0,0.2997887134552002
4150,3,0.018740598112344742,0.005835834890604019,0.006334379781037569,0.0065703848376870155,1.0,1.0,0.3218991160392761
4200,3,0.021116435527801514,0.006158855743706226,0.008161358535289764,0.0067962221801280975,1.0,1.0,0.3204554319381714
4250,3,0.016597140580415726,0.0063674673438072205,0.0032009328715503216,0.007028738968074322,1.0,1.0,0.34053835272789
4300,3,0.016951128840446472,0.006217663642019033,0.004072986543178558,0.006660479120910168,1.0,1.0,0.3487865626811981
4350,3,0.016290996223688126,0.006355416961014271,0.00318305310793221,0.0067525263875722885,1.0,1.0,0.35357367992401123
4400,3,0.016745930537581444,0.006163138430565596,0.003969546407461166,0.0066132452338933945,1.0,1.0,0.3521190285682678
4450,3,0.016288265585899353,0.005887589883059263,0.004074403550475836,0.006326273083686829,1.0,1.0,0.35152310132980347
4500,3,0.015287138521671295,0.005993969272822142,0.002946488093584776,0.00634668068960309,1.0,1.0,0.352225661277771
4550,3,0.015847546979784966,0.005959393922239542,0.0034462278708815575,0.006441924721002579,1.0,1.0,0.3535134494304657
4600,3,0.015181578695774078,0.005869310349225998,0.002974575851112604,0.006337693426758051,1.0,1.0,0.3527049422264099
4650,3,0.015297506004571915,0.005588631611317396,0.0036352132447063923,0.006073661148548126,1.0,1.0,0.352672278881073
4700,3,0.016332698985934258,0.005817037541419268,0.004205958917737007,0.006309702526777983,1.0,1.0,0.3528594970703125
4750,3,0.01610037125647068,0.006102315615862608,0.0033477600663900375,0.006650295574218035,1.0,1.0,0.34696272015571594
4800,3,0.01581830158829689,0.005862939637154341,0.0035398071631789207,0.0064155543223023415,1.0,1.0,0.34513598680496216
4850,3,0.01577654480934143,0.006011165212839842,0.0032735089771449566,0.006491871550679207,1.0,1.0,0.3463379442691803
4900,4,0.015742836520075798,0.005761010572314262,0.003668583929538727,0.006313242018222809,1.0,1.0,0.3479934334754944
4950,4,0.016682717949151993,0.0062157041393220425,0.003782197367399931,0.006684815511107445,1.0,1.0,0.33757615089416504
5000,4,0.014820611104369164,0.0057466719299554825,0.002858266932889819,0.006215672008693218,1.0,1.0,0.353142112493515
5050,4,0.01612795516848564,0.0058175683952867985,0.003933801781386137,0.006376584526151419,1.0,1.0,0.3527529835700989
5100,4,0.016118746250867844,0.005810856819152832,0.0039740512147545815,0.006333839148283005,1.0,1.0,0.35326263308525085
5150,4,0.014663023874163628,0.005504447966814041,0.0030730790458619595,0.00608549639582634,1.0,1.0,0.35143977403640747
5200,4,0.015344126150012016,0.005754097364842892,0.003280326258391142,0.00630970299243927,1.0,1.0,0.3536219596862793
5250,4,0.015226103365421295,0.005669859237968922,0.0033334982581436634,0.006222745403647423,1.0,1.0,0.35215193033218384
5300,4,0.016457058489322662,0.005774557590484619,0.004347966518253088,0.0063345348462462425,1.0,1.0,0.3470427393913269
5350,4,0.014942590147256851,0.005763544235378504,0.0027930517680943012,0.006385994143784046,1.0,1.0,0.34908777475357056
5400,4,0.01571880653500557,0.005748291499912739,0.0037319613620638847,0.006238553673028946,1.0,1.0,0.34403812885284424
5450,4,0.018083373084664345,0.005877039395272732,0.005750589072704315,0.0064557441510260105,1.0,1.0,0.33848249912261963
5500,4,0.01583191752433777,0.006033492274582386,0.003175328718498349,0.006623097229748964,1.0,1.0,0.34019923210144043
5550,4,0.01420661062002182,0.005524220876395702,0.0026704170741140842,0.006011972203850746,1.0,1.0,0.3446124792098999
5600,4,0.014765497297048569,0.005685603711754084,0.0028685308061540127,0.006211362779140472,1.0,1.0,0.34772592782974243
5650,4,0.014287919737398624,0.005604937672615051,0.002552642021328211,0.00613034050911665,1.0,1.0,0.3523487448692322
5700,4,0.016783755272626877,0.005439127795398235,0.005284236744046211,0.006060391664505005,1.0,1.0,0.35111522674560547
5750,4,0.015193112194538116,0.00576250534504652,0.003107450669631362,0.006323155947029591,1.0,1.0,0.3540795147418976
5800,4,0.015267848037183285,0.005621158517897129,0.0035492219030857086,0.006097467616200447,1.0,1.0,0.3527235686779022
5850,4,0.014681514352560043,0.005712833255529404,0.0026668633799999952,0.006301817949861288,1.0,1.0,0.3533439636230469
5900,4,0.01413628738373518,0.005425103008747101,0.0027386597357690334,0.005972524173557758,1.0,1.0,0.3503921926021576
5950,4,0.014315901324152946,0.005402779206633568,0.0027919868007302284,0.00612113531678915,1.0,1.0,0.35394883155822754
6000,4,0.014960762113332748,0.005657535512000322,0.0031628860160708427,0.006140339653939009,1.0,1.0,0.3530881404876709
6050,4,0.014666358008980751,0.005529956892132759,0.00301066180691123,0.0061257388442754745,1.0,1.0,0.3531626760959625
6100,4,0.0137096606194973,0.005229809321463108,0.0027189631946384907,0.005760887637734413,1.0,1.0,0.35273173451423645
6150,4,0.014897368848323822,0.005355454050004482,0.003520488040521741,0.0060214269906282425,1.0,1.0,0.35220903158187866
6200,4,0.015057569369673729,0.005831427872180939,0.002826456679031253,0.006399684585630894,1.0,1.0,0.34811535477638245
6250,4,0.014082290232181549,0.005197911523282528,0.0029272863175719976,0.0059570916928350925,1.0,1.0,0.34561651945114136
6300,4,0.014348495751619339,0.005465039052069187,0.002900733146816492,0.0059827230870723724,1.0,1.0,0.34647753834724426
6350,4,0.01398969441652298,0.005539523437619209,0.0023193019442260265,0.006130868569016457,1.0,1.0,0.33932942152023315
6400,4,0.014629010111093521,0.005518845748156309,0.002900961320847273,0.006209203042089939,1.0,1.0,0.34763598442077637
6450,4,0.015163153409957886,0.005785223096609116,0.002959733596071601,0.006418196950107813,1.0,1.0,0.3466934263706207
6500,5,0.014986042864620686,0.005527043249458075,0.00327225960791111,0.006186739541590214,1.0,1.0,0.35119393467903137
6550,5,0.01487179659307003,0.005550641566514969,0.0030483086593449116,0.006272846832871437,1.0,1.0,0.33934152126312256
6600,5,0.013976363465189934,0.0052926307544112206,0.0028843730688095093,0.005799359641969204,1.0,1.0,0.35299110412597656
6650,5,0.015148359350860119,0.005331207532435656,0.003880987409502268,0.0059361644089221954,1.0,1.0,0.3538409471511841
6700,5,0.01440571341663599,0.0053504956886172295,0.002983382437378168,0.006071834824979305,1.0,1.0,0.35397616028785706
6750,5,0.01631246693432331,0.005940028466284275,0.0038387246895581484,0.006533714011311531,1.0,1.0,0.3530401587486267
6800,5,0.014617426320910454,0.005474571138620377,0.002940231468528509,0.006202623248100281,1.0,1.0,0.35002395510673523
6850,5,0.014504381455481052,0.005263183265924454,0.0032996139489114285,0.005941583774983883,1.0,1.0,0.35082489252090454
6900,5,0.014335047453641891,0.005659825634211302,0.002439980860799551,0.006235240492969751,1.0,1.0,0.3539515733718872
6950,5,0.014306344091892242,0.005423474591225386,0.0028885321225970984,0.005994338076561689,1.0,1.0,0.3530958890914917
7000,5,0.01790851354598999,0.005707075819373131,0.005995471961796284,0.006205964833498001,1.0,1.0,0.3537404239177704
7050,5,0.015304933302104473,0.005531454458832741,0.003765978617593646,0.006007499992847443,1.0,1.0,0.3539767265319824
7100,5,0.014646443538367748,0.005445415154099464,0.0031680602114647627,0.0060329679399728775,1.0,1.0,0.35307323932647705
7150,5,0.01809408888220787,0.005531103815883398,0.006426910869777203,0.0061360737308859825,1.0,1.0,0.35223281383514404
7200,5,0.014434043318033218,0.005215354263782501,0.0033279014751315117,0.0058907875791192055,1.0,1.0,0.34895604848861694
7250,5,0.015464154072105885,0.005619121715426445,0.0035371719859540462,0.006307859905064106,1.0,1.0,0.3514820337295532
7300,5,0.014381634071469307,0.005253789946436882,0.003304173704236746,0.005823669955134392,1.0,1.0,0.3491482138633728
7350,5,0.013479994609951973,0.005041112191975117,0.0027312373276799917,0.005707644857466221,1.0,1.0,0.3521943688392639
7400,5,0.015329391695559025,0.005469880066812038,0.0036781122907996178,0.006181399337947369,1.0,1.0,0.34866106510162354
7450,5,0.013447117060422897,0.005061618052423,0.0026779728941619396,0.00570752564817667,1.0,1.0,0.35240569710731506
7500,5,0.014422403648495674,0.005457472056150436,0.002879949752241373,0.006084982771426439,1.0,1.0,0.34777188301086426
7550,5,0.014333846978843212,0.0052148327231407166,0.003272082656621933,0.005846931599080563,1.0,1.0,0.3526342213153839
7600,5,0.016131803393363953,0.0055489083752036095,0.004124540835618973,0.006458353251218796,1.0,1.0,0.3491660952568054
7650,5,0.015692852437496185,0.005469146184623241,0.0039430405013263226,0.006280667148530483,1.0,1.0,0.35041025280952454
7700,5,0.015344834886491299,0.005115197040140629,0.0043952143751084805,0.005834423936903477,1.0,1.0,0.3520433306694031
7750,5,0.014464606530964375,0.005069713573902845,0.0036763036623597145,0.005718589760363102,1.0,1.0,0.352001428604126
7800,5,0.015098386444151402,0.005341340322047472,0.0037952715065330267,0.0059617748484015465,1.0,1.0,0.3532301187515259
7850,5,0.014317951165139675,0.005425620824098587,0.002989030908793211,0.00590329896658659,1.0,1.0,0.35079485177993774
7900,5,0.01769188605248928,0.005366144701838493,0.006440974771976471,0.005884767044335604,1.0,1.0,0.3542189300060272
7950,5,0.013924900442361832,0.005090988241136074,0.0030551650561392307,0.0057787466794252396,1.0,1.0,0.35371291637420654
8000,5,0.013344965875148773,0.004905567038804293,0.00282394140958786,0.005615457892417908,1.0,1.0,0.3515262007713318
8050,5,0.014528035186231136,0.005403223447501659,0.0030224393121898174,0.006102372892200947,1.0,1.0,0.3474196791648865
8100,6,0.014784729108214378,0.0055303508415818214,0.0030304808169603348,0.006223897449672222,1.0,1.0,0.3505393862724304
8150,6,0.014355003833770752,0.005422692280262709,0.002891565440222621,0.006040746346116066,1.0,1.0,0.3529661297798157
8200,6,0.014988656155765057,0.0051280427724123,0.0040631769225001335,0.005797436460852623,1.0,1.0,0.35344332456588745
8250,6,0.014454428106546402,0.005218290723860264,0.003308792831376195,0.0059273443184792995,1.0,1.0,0.3457833528518677
8300,6,0.015116879716515541,0.0050589703023433685,0.00429256446659565,0.005765344947576523,1.0,1.0,0.34648990631103516
8350,6,0.015241915360093117,0.005611578933894634,0.0033129011280834675,0.00631743436679244,1.0,1.0,0.3477759063243866
8400,6,0.016452083364129066,0.0057756369933485985,0.004371564835309982,0.006304881069809198,1.0,1.0,0.3397900462150574
8450,6,0.013753701001405716,0.005211714189499617,0.002676469273865223,0.005865518469363451,1.0,1.0,0.34655264019966125
8500,6,0.014328442513942719,0.005191990174353123,0.0031890214886516333,0.005947431083768606,1.0,1.0,0.3402778208255768
8550,6,0.01453065499663353,0.005242063198238611,0.003155222861096263,0.006133369170129299,1.0,1.0,0.341799259185791
8600,6,0.01478529255837202,0.005367989651858807,0.003282052231952548,0.006135250441730022,1.0,1.0,0.34051501750946045
8650,6,0.016611017286777496,0.005696002393960953,0.0043672965839505196,0.006547719240188599,1.0,1.0,0.3319305181503296
8700,6,0.014539310708642006,0.005522512830793858,0.0027796044014394283,0.006237193942070007,1.0,1.0,0.3429252505302429
8750,6,0.013660059310495853,0.005105191841721535,0.002666609827429056,0.0058882576413452625,1.0,1.0,0.34132057428359985
8800,6,0.01488554012030363,0.00553470104932785,0.003049046266824007,0.006301793269813061,1.0,1.0,0.3389408588409424
8850,6,0.01357839535921812,0.005313783884048462,0.002268943004310131,0.005995668470859528,1.0,1.0,0.3332936763763428
8900,6,0.014037230983376503,0.005067975260317326,0.00317716458812356,0.00579209066927433,1.0,1.0,0.34355345368385315
8950,6,0.01562807708978653,0.005405527073889971,0.004118326120078564,0.006104222498834133,1.0,1.0,0.34972909092903137
9000,6,0.017773214727640152,0.005368286743760109,0.0062769739888608456,0.006127954460680485,1.0,1.0,0.34426116943359375
9050,6,0.015825869515538216,0.0053213513456285,0.004412814509123564,0.006091703195124865,1.0,1.0,0.34165406227111816
9100,6,0.014955790713429451,0.0053664096631109715,0.003564804792404175,0.006024576723575592,1.0,1.0,0.3468700647354126
9150,6,0.015980880707502365,0.005211839452385902,0.004793304949998856,0.0059757353737950325,1.0,1.0,0.349020779132843
9200,6,0.014359540306031704,0.005181865766644478,0.003252167021855712,0.0059255072847008705,1.0,1.0,0.34808528423309326
9250,6,0.01593603380024433,0.005356467328965664,0.00462966226041317,0.005949904210865498,1.0,1.0,0.3471022844314575
9300,6,0.013632752001285553,0.004873113706707954,0.0031909712124615908,0.005568666849285364,1.0,1.0,0.3478406071662903
9350,6,0.013681339100003242,0.0048662819899618626,0.003182833082973957,0.0056322235614061356,1.0,1.0,0.33950668573379517
9400,6,0.013999201357364655,0.005147207528352737,0.002885672030970454,0.0059663220308721066,1.0,1.0,0.3473556935787201
9450,6,0.015061745420098305,0.0053344047628343105,0.0036081005819141865,0.006119240075349808,1.0,1.0,0.34583383798599243
9500,6,0.014017597772181034,0.004926628898829222,0.0033646561205387115,0.0057263122871518135,1.0,1.0,0.34842023253440857
9550,6,0.01429086271673441,0.004853513091802597,0.0038994797505438328,0.005537870340049267,1.0,1.0,0.3518174886703491
9600,6,0.014951152727007866,0.0051302737556397915,0.003983386792242527,0.005837492644786835,1.0,1.0,0.3491782248020172
9650,6,0.014977719634771347,0.005283910781145096,0.003606906160712242,0.006086902227252722,1.0,1.0,0.3494747281074524
9700,6,0.013926554471254349,0.004925066139549017,0.003255576593801379,0.005745911505073309,1.0,1.0,0.3491367697715759
9750,7,0.014047505334019661,0.0048683807253837585,0.0035814251750707626,0.005597699899226427,1.0,1.0,0.3460540771484375
9800,7,0.014875000342726707,0.005047814920544624,0.0039486573077738285,0.005878529045730829,1.0,1.0,0.35175445675849915
9850,7,0.015439359471201897,0.005093434359878302,0.00444836588576436,0.005897558759897947,1.0,1.0,0.3441845178604126
9900,7,0.014568116515874863,0.004997775889933109,0.003845204133540392,0.005725135561078787,1.0,1.0,0.349521279335022
9950,7,0.01453370414674282,0.005031661130487919,0.003601847682148218,0.005900194868445396,1.0,1.0,0.34524285793304443
10000,7,0.014752909541130066,0.005072019062936306,0.0037295513320714235,0.00595133937895298,1.0,1.0,0.34661394357681274
10050,7,0.014785335399210453,0.004955986514687538,0.004082321655005217,0.005747026763856411,1.0,1.0,0.34920036792755127
10100,7,0.015320975333452225,0.005174558609724045,0.004108721390366554,0.006037694867700338,1.0,1.0,0.348873496055603
10150,7,0.013770239427685738,0.0049920715391635895,0.002962399274110794,0.005815769080072641,1.0,1.0,0.34631675481796265
10200,7,0.013543674722313881,0.0047941370867192745,0.003157593309879303,0.005591943860054016,1.0,1.0,0.3481963872909546
10250,7,0.013708477839827538,0.004930585622787476,0.003038361668586731,0.005739530548453331,1.0,1.0,0.3489869236946106
10300,7,0.014114199206233025,0.005027025938034058,0.003333635162562132,0.005753538105636835,1.0,1.0,0.3431742787361145
10350,7,0.014278572052717209,0.004893115721642971,0.0037638831418007612,0.005621572490781546,1.0,1.0,0.3482705354690552
10400,7,0.013426803052425385,0.004786169156432152,0.0029696226119995117,0.005671011283993721,1.0,1.0,0.3383939266204834
10450,7,0.013582628220319748,0.004817880690097809,0.0031988476403057575,0.005565900355577469,1.0,1.0,0.3466269373893738
10500,7,0.014210735447704792,0.005087193101644516,0.0032429425045847893,0.005880599841475487,1.0,1.0,0.3483717739582062
10550,7,0.014655769802629948,0.005140422377735376,0.0034746387973427773,0.006040708161890507,1.0,1.0,0.34928786754608154
10600,7,0.014388839714229107,0.004933912307024002,0.003675674321129918,0.00577925331890583,1.0,1.0,0.3523868918418884
10650,7,0.01605113595724106,0.0050366721116006374,0.005045924335718155,0.005968539044260979,1.0,1.0,0.34808123111724854
10700,7,0.013465686701238155,0.004794792737811804,0.0029644344467669725,0.005706459283828735,1.0,1.0,0.34397023916244507
10750,7,0.013929743319749832,0.005012680310755968,0.0030936161056160927,0.005823446903377771,1.0,1.0,0.34971144795417786
10800,7,0.013669389300048351,0.00500267930328846,0.003031815867871046,0.005634893663227558,1.0,1.0,0.3485199809074402
10850,7,0.01814896985888481,0.0051660542376339436,0.0069656213745474815,0.006017294712364674,1.0,1.0,0.3441348075866699
10900,7,0.012659893371164799,0.004558351822197437,0.0026914244517683983,0.005410117097198963,1.0,1.0,0.3493378758430481
10950,7,0.015712622553110123,0.0050872559659183025,0.004693655297160149,0.005931711755692959,1.0,1.0,0.3515699505805969
11000,7,0.01570751518011093,0.005072959698736668,0.004809297621250153,0.005825257394462824,1.0,1.0,0.3515026569366455
11050,7,0.012921510264277458,0.004711235873401165,0.0027142944745719433,0.005495980381965637,1.0,1.0,0.3478497862815857
11100,7,0.014650430530309677,0.0049460772424936295,0.0040422482416033745,0.005662105046212673,1.0,1.0,0.34862005710601807
11150,7,0.013558316975831985,0.004808561410754919,0.0030256458558142185,0.005724110174924135,1.0,1.0,0.3497231602668762
11200,7,0.01462223008275032,0.005137834697961807,0.0035859602503478527,0.005898434668779373,1.0,1.0,0.343461275100708
11250,7,0.015006917528808117,0.00509156659245491,0.003882884280756116,0.006032466888427734,1.0,1.0,0.33644193410873413
11300,7,0.014389928430318832,0.005183127708733082,0.0031053745187819004,0.00610142620280385,1.0,1.0,0.3343197703361511
11350,8,0.014863239601254463,0.005159726366400719,0.003540600184351206,0.006162913981825113,1.0,1.0,0.3385540843009949
11400,8,0.015111446380615234,0.0050329044461250305,0.004180750343948603,0.005897791590541601,1.0,1.0,0.3489173650741577
11450,8,0.01334322802722454,0.004767214879393578,0.0029396344907581806,0.00563637912273407,1.0,1.0,0.33952364325523376
11500,8,0.014776267111301422,0.004939918406307697,0.0038198281545192003,0.006016520783305168,1.0,1.0,0.33415547013282776
11550,8,0.01584974303841591,0.005199194420129061,0.004649753216654062,0.006000794470310211,1.0,1.0,0.34725379943847656
11600,8,0.015058753080666065,0.0051088277250528336,0.003982087597250938,0.005967837758362293,1.0,1.0,0.34599781036376953
11650,8,0.014122995547950268,0.004921724554151297,0.0034241199027746916,0.005777151323854923,1.0,1.0,0.34240207076072693
11700,8,0.014407933689653873,0.004776777699589729,0.0038821198977530003,0.005749036557972431,1.0,1.0,0.3430936932563782
11750,8,0.014183852821588516,0.005048729013651609,0.003114745020866394,0.0060203783214092255,1.0,1.0,0.34855204820632935
11800,8,0.016345391049981117,0.004905322100967169,0.005538300611078739,0.005901768803596497,1.0,1.0,0.34787341952323914
11850,8,0.014118388295173645,0.004904582630842924,0.003334615845233202,0.005879189353436232,1.0,1.0,0.345991849899292
